year,area_code,area_name,total_16plus_2021,n_active_excl_students_2021,n_in_employment_excl_students_2021,n_unemployed_excl_students_2021,n_active_ft_student_2021,n_active_ft_student_in_employment_2021,n_active_ft_student_unemployed_2021,n_active_total_2021,n_in_employment_total_2021,n_unemployed_total_2021,n_inactive_2021,n_retired_2021,n_student_inactive_2021,n_home_family_2021,n_long_term_sick_disabled_2021,n_inactive_other_2021,pct_active_total_2021,pct_in_employment_total_2021,pct_unemployed_total_2021,pct_inactive_2021,pct_retired_2021,pct_student_inactive_2021,pct_home_family_2021,pct_long_term_sick_disabled_2021,pct_inactive_other_2021
2021,E07000032,Amber Valley,105066,61153,59008,2145,1472,1163,309,62625,60171,2454,42441,28168,3192,4134,4499,2448,59.61,57.27,2.34,40.39,26.81,3.04,3.93,4.28,2.33
2021,E07000033,Bolsover,66278,38647,37305,1342,1006,795,211,39653,38100,1553,26625,15972,1917,2954,4049,1733,59.83,57.49,2.34,40.17,24.1,2.89,4.46,6.11,2.61
2021,E07000034,Chesterfield,86004,48614,46597,2017,1269,935,334,49883,47532,2351,36121,22116,2706,3670,5262,2367,58.0,55.27,2.73,42.0,25.72,3.15,4.27,6.12,2.75
2021,E07000035,Derbyshire Dales,61061,33639,32612,1027,734,617,117,34373,33229,1144,26688,19479,1954,2017,1695,1543,56.29,54.42,1.87,43.71,31.9,3.2,3.3,2.78,2.53
2021,E07000036,Erewash,93526,56072,53857,2215,1406,1109,297,57478,54966,2512,36048,23099,2907,3495,4238,2309,61.46,58.77,2.69,38.54,24.7,3.11,3.74,4.53,2.47
2021,E07000037,High Peak,75662,45411,43740,1671,1070,876,194,46481,44616,1865,29181,19735,2633,2252,2825,1736,61.43,58.97,2.46,38.57,26.08,3.48,2.98,3.73,2.29
2021,E07000038,North East Derbyshire,85275,47285,45662,1623,1186,902,284,48471,46564,1907,36804,25084,2507,3226,4069,1918,56.84,54.6,2.24,43.16,29.42,2.94,3.78,4.77,2.25
2021,E07000039,South Derbyshire,86956,54429,52745,1684,1478,1162,316,55907,53907,2000,31049,19931,2941,3339,2862,1976,64.29,61.99,2.3,35.71,22.92,3.38,3.84,3.29,2.27
2021,E07000040,East Devon,127388,67569,65374,2195,1620,1353,267,69189,66727,2462,58199,43583,3672,4310,3866,2768,54.31,52.38,1.93,45.69,34.21,2.88,3.38,3.03,2.17
2021,E07000041,Exeter,111331,58300,56171,2129,4956,3530,1426,63256,59701,3555,48075,20560,17633,3185,4077,2620,56.82,53.62,3.19,43.18,18.47,15.84,2.86,3.66,2.35
2021,E07000042,Mid Devon,68203,40656,39471,1185,998,808,190,41654,40279,1375,26549,18047,2208,2495,2315,1484,61.07,59.06,2.02,38.93,26.46,3.24,3.66,3.39,2.18
2021,E07000043,North Devon,82194,45993,44292,1701,1145,874,271,47138,45166,1972,35056,24057,2516,3150,3309,2024,57.35,54.95,2.4,42.65,29.27,3.06,3.83,4.03,2.46
2021,E07000044,South Hams,74968,40990,39749,1241,1023,836,187,42013,40585,1428,32955,23739,2459,2618,2499,1640,56.04,54.14,1.9,43.96,31.67,3.28,3.49,3.33,2.19
2021,E07000045,Teignbridge,113461,62974,60879,2095,1562,1258,304,64536,62137,2399,48925,34764,3361,3944,4030,2826,56.88,54.77,2.11,43.12,30.64,2.96,3.48,3.55,2.49
2021,E07000046,Torridge,57560,30748,29541,1207,670,513,157,31418,30054,1364,26142,18399,1563,2236,2566,1378,54.58,52.21,2.37,45.42,31.96,2.72,3.88,4.46,2.39
2021,E07000047,West Devon,48362,25755,24906,849,562,478,84,26317,25384,933,22045,15401,1622,1802,1833,1387,54.42,52.49,1.93,45.58,31.85,3.35,3.73,3.79,2.87
2021,E07000061,Eastbourne,84573,45099,42639,2460,1658,1192,466,46757,43831,2926,37816,23696,3643,3636,4263,2578,55.29,51.83,3.46,44.71,28.02,4.31,4.3,5.04,3.05
2021,E07000062,Hastings,74702,42628,40074,2554,1144,823,321,43772,40897,2875,30930,17008,2839,3748,4760,2575,58.6,54.75,3.85,41.4,22.77,3.8,5.02,6.37,3.45
2021,E07000063,Lewes,83221,45525,43563,1962,1275,943,332,46800,44506,2294,36421,24569,3071,3288,3204,2289,56.24,53.48,2.76,43.76,29.52,3.69,3.95,3.85,2.75
2021,E07000064,Rother,79489,38988,37249,1739,926,685,241,39914,37934,1980,39575,28552,2490,3302,3163,2068,50.21,47.72,2.49,49.79,35.92,3.13,4.15,3.98,2.6
2021,E07000065,Wealden,133648,75662,73127,2535,1842,1416,426,77504,74543,2961,56144,39413,4469,5490,3752,3020,57.99,55.78,2.22,42.01,29.49,3.34,4.11,2.81,2.26
2021,E07000066,Basildon,148662,91388,87012,4376,2583,1998,585,93971,89010,4961,54691,30890,5341,8233,5872,4355,63.21,59.87,3.34,36.79,20.78,3.59,5.54,3.95,2.93
2021,E07000067,Braintree,126567,77809,74782,3027,2025,1500,525,79834,76282,3552,46733,29817,3951,5612,4136,3217,63.08,60.27,2.81,36.92,23.56,3.12,4.43,3.27,2.54
2021,E07000068,Brentwood,62866,38687,37266,1421,819,634,185,39506,37900,1606,23360,14925,2354,3090,1440,1551,62.84,60.29,2.55,37.16,23.74,3.74,4.92,2.29,2.47
2021,E07000069,Castle Point,74405,41813,40177,1636,1091,825,266,42904,41002,1902,31501,21679,2188,3405,2455,1774,57.66,55.11,2.56,42.34,29.14,2.94,4.58,3.3,2.38
2021,E07000070,Chelmsford,147737,90993,87670,3323,2851,2191,660,93844,89861,3983,53893,33929,5868,6336,3682,4078,63.52,60.82,2.7,36.48,22.97,3.97,4.29,2.49,2.76
2021,E07000071,Colchester,156342,92402,88573,3829,5093,3442,1651,97495,92015,5480,58847,32844,10221,6689,5185,3908,62.36,58.85,3.51,37.64,21.01,6.54,4.28,3.32,2.5
2021,E07000072,Epping Forest,109932,67696,64630,3066,1534,1166,368,69230,65796,3434,40702,23997,4809,5543,2956,3397,62.98,59.85,3.12,37.02,21.83,4.37,5.04,2.69,3.09
2021,E07000073,Harlow,73102,47280,44829,2451,1546,1152,394,48826,45981,2845,24276,12545,2686,3770,2901,2374,66.79,62.9,3.89,33.21,17.16,3.67,5.16,3.97,3.25
2021,E07000074,Maldon,55426,31877,30705,1172,704,549,155,32581,31254,1327,22845,15751,1696,2571,1593,1234,58.78,56.39,2.39,41.22,28.42,3.06,4.64,2.87,2.23
2021,E07000075,Rochford,70713,41446,39878,1568,1039,783,256,42485,40661,1824,28228,19641,2259,3065,1671,1592,60.08,57.5,2.58,39.92,27.78,3.19,4.33,2.36,2.25
2021,E07000076,Tendring,124890,60619,57207,3412,1513,1073,440,62132,58280,3852,62758,42714,3627,6140,6725,3552,49.75,46.67,3.08,50.25,34.2,2.9,4.92,5.38,2.84
2021,E07000077,Uttlesford,73519,46479,44968,1511,991,772,219,47470,45740,1730,26049,16857,2847,3334,1428,1583,64.57,62.22,2.35,35.43,22.93,3.87,4.53,1.94,2.15
2021,E07000078,Cheltenham,98436,59447,57300,2147,2426,1857,569,61873,59157,2716,36563,22189,5344,3562,3034,2434,62.86,60.1,2.76,37.14,22.54,5.43,3.62,3.08,2.47
2021,E07000079,Cotswold,76315,44563,43200,1363,1089,879,210,45652,44079,1573,30663,21566,2766,3045,1650,1636,59.82,57.76,2.06,40.18,28.26,3.62,3.99,2.16,2.14
2021,E07000080,Forest of Dean,73046,40756,39208,1548,1021,781,240,41777,39989,1788,31269,20541,3052,2958,2962,1756,57.19,54.74,2.45,42.81,28.12,4.18,4.05,4.05,2.4
2021,E07000081,Gloucester,106939,66315,63688,2627,2641,1933,708,68956,65621,3335,37983,21129,4728,4383,4560,3183,64.48,61.36,3.12,35.52,19.76,4.42,4.1,4.26,2.98
2021,E07000082,Stroud,100197,60507,58712,1795,1531,1207,324,62038,59919,2119,38159,26641,3271,3210,2888,2149,61.92,59.8,2.11,38.08,26.59,3.26,3.2,2.88,2.14
2021,E07000083,Tewkesbury,77353,47119,45648,1471,1107,876,231,48226,46524,1702,29127,20382,2426,2711,2021,1587,62.35,60.15,2.2,37.65,26.35,3.14,3.5,2.61,2.05
2021,E07000084,Basingstoke and Deane,149807,98627,95072,3555,2481,1901,580,101108,96973,4135,48699,30550,4464,6085,4000,3600,67.49,64.73,2.76,32.51,20.39,2.98,4.06,2.67,2.4
2021,E07000085,East Hampshire,103829,62511,60497,2014,1604,1235,369,64115,61732,2383,39714,27237,3734,4094,2485,2164,61.75,59.46,2.3,38.25,26.23,3.6,3.94,2.39,2.08
2021,E07000086,Eastleigh,110330,70179,67978,2201,2033,1536,497,72212,69514,2698,38118,25854,3328,3841,2882,2213,65.45,63.01,2.45,34.55,23.43,3.02,3.48,2.61,2.01
2021,E07000087,Fareham,95636,56075,54388,1687,1618,1241,377,57693,55629,2064,37943,28062,2784,3008,2283,1806,60.33,58.17,2.16,39.67,29.34,2.91,3.15,2.39,1.89
2021,E07000088,Gosport,67213,39443,37664,1779,1125,822,303,40568,38486,2082,26645,17053,2132,2840,2846,1774,60.36,57.26,3.1,39.64,25.37,3.17,4.23,4.23,2.64
2021,E07000089,Hart,80326,51045,49395,1650,1366,1049,317,52411,50444,1967,27915,18988,2798,3254,1316,1559,65.25,62.8,2.45,34.75,23.64,3.48,4.05,1.64,1.94
2021,E07000090,Havant,102866,57575,55015,2560,1775,1354,421,59350,56369,2981,43516,29095,2912,4481,4457,2571,57.7,54.8,2.9,42.3,28.28,2.83,4.36,4.33,2.5
2021,E07000091,New Forest,148742,79645,76975,2670,2132,1725,407,81777,78700,3077,66965,49741,4102,5422,4408,3292,54.98,52.91,2.07,45.02,33.44,2.76,3.65,2.96,2.21
2021,E07000092,Rushmoor,80872,54036,51888,2148,1512,1129,383,55548,53017,2531,25324,13875,2639,3474,2431,2905,68.69,65.56,3.13,31.31,17.16,3.26,4.3,3.01,3.59
2021,E07000093,Test Valley,106753,66449,64507,1942,1722,1355,367,68171,65862,2309,38582,26325,3189,3955,2853,2260,63.86,61.7,2.16,36.14,24.66,2.99,3.7,2.67,2.12
2021,E07000094,Winchester,104750,60166,58271,1895,3123,2302,821,63289,60573,2716,41461,25233,7496,3939,2385,2408,60.42,57.83,2.59,39.58,24.09,7.16,3.76,2.28,2.3
2021,E07000095,Broxbourne,79437,49525,47218,2307,1444,1088,356,50969,48306,2663,28468,16170,3223,4032,2530,2513,64.16,60.81,3.35,35.84,20.36,4.06,5.08,3.18,3.16
2021,E07000096,Dacorum,123783,78594,75473,3121,2197,1726,471,80791,77199,3592,42992,25360,4679,5495,3624,3834,65.27,62.37,2.9,34.73,20.49,3.78,4.44,2.93,3.1
2021,E07000098,Hertsmere,86193,53936,51513,2423,1590,1254,336,55526,52767,2759,30667,16674,4744,4108,2542,2599,64.42,61.22,3.2,35.58,19.34,5.5,4.77,2.95,3.02
2021,E07000099,North Hertfordshire,107743,68232,65772,2460,1779,1390,389,70011,67162,2849,37732,24393,3715,4201,3083,2340,64.98,62.34,2.64,35.02,22.64,3.45,3.9,2.86,2.17
2021,E07000102,Three Rivers,75002,47863,45974,1889,1230,973,257,49093,46947,2146,25909,15494,3498,3395,1738,1784,65.46,62.59,2.86,34.54,20.66,4.66,4.53,2.32,2.38
2021,E07000103,Watford,80963,54034,51350,2684,1907,1509,398,55941,52859,3082,25022,11830,3935,4302,2204,2751,69.09,65.29,3.81,30.91,14.61,4.86,5.31,2.72,3.4
2021,E07000105,Ashford,106770,64829,62236,2593,1851,1380,471,66680,63616,3064,40090,24070,3927,5433,3636,3024,62.45,59.58,2.87,37.55,22.54,3.68,5.09,3.41,2.83
2021,E07000106,Canterbury,132778,65185,62113,3072,6219,4056,2163,71404,66169,5235,61374,32948,15126,5233,4923,3144,53.78,49.83,3.94,46.22,24.81,11.39,3.94,3.71,2.37
2021,E07000107,Dartford,90698,60254,57651,2603,1573,1172,401,61827,58823,3004,28871,15469,3796,4468,2582,2556,68.17,64.86,3.31,31.83,17.06,4.19,4.93,2.85,2.82
2021,E07000108,Dover,96135,52668,49987,2681,1314,942,372,53982,50929,3053,42153,26880,3474,4378,4627,2794,56.15,52.98,3.18,43.85,27.96,3.61,4.55,4.81,2.91
2021,E07000109,Gravesham,84556,51478,48660,2818,1534,1101,433,53012,49761,3251,31544,17407,3565,4674,3103,2795,62.69,58.85,3.84,37.31,20.59,4.22,5.53,3.67,3.31
2021,E07000110,Maidstone,142136,88057,84728,3329,2206,1681,525,90263,86409,3854,51873,31642,5022,6661,4483,4065,63.5,60.79,2.71,36.5,22.26,3.53,4.69,3.15,2.86
2021,E07000111,Sevenoaks,96603,57527,55457,2070,1201,927,274,58728,56384,2344,37875,24163,3815,5153,2431,2313,60.79,58.37,2.43,39.21,25.01,3.95,5.33,2.52,2.39
2021,E07000112,Folkestone and Hythe,91555,49407,46820,2587,1358,999,359,50765,47819,2946,40790,26200,3005,4259,4545,2781,55.45,52.23,3.22,44.55,28.62,3.28,4.65,4.96,3.04
2021,E07000113,Swale,121998,71392,67922,3470,1725,1279,446,73117,69201,3916,48881,27486,4270,6737,5476,4912,59.93,56.72,3.21,40.07,22.53,3.5,5.52,4.49,4.03
2021,E07000114,Thanet,115413,61572,57900,3672,1765,1289,476,63337,59189,4148,52076,32193,4152,5915,6218,3598,54.88,51.28,3.59,45.12,27.89,3.6,5.13,5.39,3.12
2021,E07000115,Tonbridge and Malling,105526,65439,63241,2198,1552,1185,367,66991,64426,2565,38535,24153,4119,5005,2958,2300,63.48,61.05,2.43,36.52,22.89,3.9,4.74,2.8,2.18
2021,E07000116,Tunbridge Wells,92402,57062,54964,2098,1222,934,288,58284,55898,2386,34118,20755,3940,4547,2631,2245,63.08,60.49,2.58,36.92,22.46,4.26,4.92,2.85,2.43
2021,E07000117,Burnley,75200,41349,38967,2382,1386,1068,318,42735,40035,2700,32465,16302,3525,4662,5046,2930,56.83,53.24,3.59,43.17,21.68,4.69,6.2,6.71,3.9
2021,E07000118,Chorley,96370,57743,55853,1890,1767,1391,376,59510,57244,2266,36860,23867,2996,3041,3788,3168,61.75,59.4,2.35,38.25,24.77,3.11,3.16,3.93,3.29
2021,E07000119,Fylde,69251,36219,34818,1401,1120,900,220,37339,35718,1621,31912,23015,2192,2134,2684,1887,53.92,51.58,2.34,46.08,33.23,3.17,3.08,3.88,2.72
2021,E07000120,Hyndburn,65631,36566,34663,1903,1277,964,313,37843,35627,2216,27788,14681,3055,3563,4220,2269,57.66,54.28,3.38,42.34,22.37,4.65,5.43,6.43,3.46
2021,E07000121,Lancaster,119638,61775,59425,2350,4005,2974,1031,65780,62399,3381,53858,28643,12813,3963,5179,3260,54.98,52.16,2.83,45.02,23.94,10.71,3.31,4.33,2.72
2021,E07000122,Pendle,75224,40626,38544,2082,1386,1081,305,42012,39625,2387,33212,16708,3851,5581,3919,3153,55.85,52.68,3.17,44.15,22.21,5.12,7.42,5.21,4.19
2021,E07000123,Preston,118670,65664,62664,3000,5527,3970,1557,71191,66634,4557,47479,21298,9397,6370,6125,4289,59.99,56.15,3.84,40.01,17.95,7.92,5.37,5.16,3.61
2021,E07000124,Ribble Valley,51465,30416,29685,731,835,700,135,31251,30385,866,20214,14898,1813,1241,1267,995,60.72,59.04,1.68,39.28,28.95,3.52,2.41,2.46,1.93
2021,E07000125,Rossendale,57301,33751,32378,1373,929,740,189,34680,33118,1562,22621,13342,2307,2337,2921,1714,60.52,57.8,2.73,39.48,23.28,4.03,4.08,5.1,2.99
2021,E07000126,South Ribble,91498,55005,53348,1657,1749,1361,388,56754,54709,2045,34744,24146,2887,2567,3294,1850,62.03,59.79,2.24,37.97,26.39,3.16,2.81,3.6,2.02
2021,E07000127,West Lancashire,98334,53081,51052,2029,3442,2495,947,56523,53547,2976,41811,24720,7360,3376,4036,2319,57.48,54.45,3.03,42.52,25.14,7.48,3.43,4.1,2.36
2021,E07000128,Wyre,94352,48640,46551,2089,1667,1284,383,50307,47835,2472,44045,30900,3295,3067,4565,2218,53.32,50.7,2.62,46.68,32.75,3.49,3.25,4.84,2.35
2021,E07000129,Blaby,83666,52098,50430,1668,1413,1016,397,53511,51446,2065,30155,20668,2866,2722,2165,1734,63.96,61.49,2.47,36.04,24.7,3.43,3.25,2.59,2.07
2021,E07000130,Charnwood,153100,84588,81592,2996,4581,3207,1374,89169,84799,4370,63931,33837,16694,5212,4709,3479,58.24,55.39,2.85,41.76,22.1,10.9,3.4,3.08,2.27
2021,E07000131,Harborough,80427,49034,47711,1323,1281,1059,222,50315,48770,1545,30112,20669,3124,2561,1809,1949,62.56,60.64,1.92,37.44,25.7,3.88,3.18,2.25,2.42
2021,E07000132,Hinckley and Bosworth,93916,56602,54838,1764,1342,1047,295,57944,55885,2059,35972,25021,3036,3022,2907,1986,61.7,59.51,2.19,38.3,26.64,3.23,3.22,3.1,2.11
2021,E07000133,Melton,42948,25734,24947,787,635,521,114,26369,25468,901,16579,11652,1375,1572,1100,880,61.4,59.3,2.1,38.6,27.13,3.2,3.66,2.56,2.05
2021,E07000134,North West Leicestershire,86165,52662,50940,1722,1339,1021,318,54001,51961,2040,32164,20824,3521,3174,2838,1807,62.67,60.3,2.37,37.33,24.17,4.09,3.68,3.29,2.1
2021,E07000135,Oadby and Wigston,47210,26511,25369,1142,930,620,310,27441,25989,1452,19769,11743,3313,1978,1505,1230,58.13,55.05,3.08,41.87,24.87,7.02,4.19,3.19,2.61
2021,E07000136,Boston,57584,34354,32943,1411,906,688,218,35260,33631,1629,22324,13670,1942,2401,2533,1778,61.23,58.4,2.83,38.77,23.74,3.37,4.17,4.4,3.09
2021,E07000137,East Lindsey,121420,57820,54579,3241,1268,1000,268,59088,55579,3509,62332,42477,3430,5948,7006,3471,48.66,45.77,2.89,51.34,34.98,2.82,4.9,5.77,2.86
2021,E07000138,Lincoln,87064,45851,43552,2299,4739,3163,1576,50590,46715,3875,36474,14563,11422,3620,4136,2733,58.11,53.66,4.45,41.89,16.73,13.12,4.16,4.75,3.14
2021,E07000139,North Kesteven,98017,57413,55685,1728,1565,1209,356,58978,56894,2084,39039,27277,3173,3498,3155,1936,60.17,58.05,2.13,39.83,27.83,3.24,3.57,3.22,1.98
2021,E07000140,South Holland,78998,46215,44457,1758,994,777,217,47209,45234,1975,31789,21609,2085,3442,2866,1787,59.76,57.26,2.5,40.24,27.35,2.64,4.36,3.63,2.26
2021,E07000141,South Kesteven,118011,69507,66909,2598,1678,1286,392,71185,68195,2990,46826,32061,3933,4523,3687,2622,60.32,57.79,2.53,39.68,27.17,3.33,3.83,3.12,2.22
2021,E07000142,West Lindsey,79120,43080,41326,1754,1079,812,267,44159,42138,2021,34961,23586,2677,3381,3499,1818,55.81,53.26,2.55,44.19,29.81,3.38,4.27,4.42,2.3
2021,E07000143,Breckland,117855,66847,64384,2463,1593,1254,339,68440,65638,2802,49415,33638,3144,4893,4418,3322,58.07,55.69,2.38,41.93,28.54,2.67,4.15,3.75,2.82
2021,E07000144,Broadland,110505,63209,61329,1880,1618,1260,358,64827,62589,2238,45678,33068,3198,3776,3481,2155,58.66,56.64,2.03,41.34,29.92,2.89,3.42,3.15,1.95
2021,E07000145,Great Yarmouth,82719,43238,40277,2961,1237,862,375,44475,41139,3336,38244,22886,2899,4590,5040,2829,53.77,49.73,4.03,46.23,27.67,3.5,5.55,6.09,3.42
2021,E07000146,King's Lynn and West Norfolk,128888,70828,68058,2770,1571,1162,409,72399,69220,3179,56489,38526,3453,5709,5491,3310,56.17,53.71,2.47,43.83,29.89,2.68,4.43,4.26,2.57
2021,E07000147,North Norfolk,89143,42793,41014,1779,823,643,180,43616,41657,1959,45527,33241,2316,3731,3708,2531,48.93,46.73,2.2,51.07,37.29,2.6,4.19,4.16,2.84
2021,E07000148,Norwich,120763,65708,62050,3658,5347,3670,1677,71055,65720,5335,49708,20148,14041,5241,6244,4034,58.84,54.42,4.42,41.16,16.68,11.63,4.34,5.17,3.34
2021,E07000149,South Norfolk,117219,68411,66427,1984,1679,1322,357,70090,67749,2341,47129,33259,3869,4212,3520,2269,59.79,57.8,2.0,40.21,28.37,3.3,3.59,3.0,1.94
2021,E07000163,Craven,48283,27319,26600,719,624,531,93,27943,27131,812,20340,15340,1413,1380,1266,941,57.87,56.19,1.68,42.13,31.77,2.93,2.86,2.62,1.95
2021,E07000164,Hambleton,76985,43724,42548,1176,1013,857,156,44737,43405,1332,32248,23851,2273,2502,2012,1610,58.11,56.38,1.73,41.89,30.98,2.95,3.25,2.61,2.09
2021,E07000165,Harrogate,135306,80221,77944,2277,2065,1742,323,82286,79686,2600,53020,36343,5678,4557,3547,2895,60.81,58.89,1.92,39.19,26.86,4.2,3.37,2.62,2.14
2021,E07000166,Richmondshire,41736,24994,24257,737,532,418,114,25526,24675,851,16210,11311,1159,1423,993,1324,61.16,59.12,2.04,38.84,27.1,2.78,3.41,2.38,3.17
2021,E07000167,Ryedale,46325,26232,25494,738,540,467,73,26772,25961,811,19553,14178,1408,1680,1287,1000,57.79,56.04,1.75,42.21,30.61,3.04,3.63,2.78,2.16
2021,E07000168,Scarborough,92109,47620,45447,2173,1354,1102,252,48974,46549,2425,43135,29122,2916,3581,4778,2738,53.17,50.54,2.63,46.83,31.62,3.17,3.89,5.19,2.97
2021,E07000169,Selby,75430,46664,45205,1459,1168,916,252,47832,46121,1711,27598,19111,2344,2559,2145,1439,63.41,61.14,2.27,36.59,25.34,3.11,3.39,2.84,1.91
2021,E07000170,Ashfield,102843,60026,57290,2736,1505,1137,368,61531,58427,3104,41312,24591,3269,4864,5867,2721,59.83,56.81,3.02,40.17,23.91,3.18,4.73,5.7,2.65
2021,E07000171,Bassetlaw,97370,55821,53777,2044,1461,1143,318,57282,54920,2362,40088,25480,2883,3860,4599,3266,58.83,56.4,2.43,41.17,26.17,2.96,3.96,4.72,3.35
2021,E07000172,Broxtowe,92538,52479,50471,2008,1936,1444,492,54415,51915,2500,38123,24000,5430,3269,3388,2036,58.8,56.1,2.7,41.2,25.94,5.87,3.53,3.66,2.2
2021,E07000173,Gedling,96462,57258,55102,2156,1431,1084,347,58689,56186,2503,37773,24803,3545,3314,3788,2323,60.84,58.25,2.59,39.16,25.71,3.68,3.44,3.93,2.41
2021,E07000174,Mansfield,90170,52442,50240,2202,1440,1127,313,53882,51367,2515,36288,21272,2702,4117,5559,2638,59.76,56.97,2.79,40.24,23.59,3.0,4.57,6.17,2.93
2021,E07000175,Newark and Sherwood,101968,58015,55900,2115,1547,1214,333,59562,57114,2448,42406,27164,3785,4150,4305,3002,58.41,56.01,2.4,41.59,26.64,3.71,4.07,4.22,2.94
2021,E07000176,Rushcliffe,97724,57196,55484,1712,1920,1494,426,59116,56978,2138,38608,25544,5660,2920,2245,2239,60.49,58.31,2.19,39.51,26.14,5.79,2.99,2.3,2.29
2021,E07000177,Cherwell,130586,86083,83246,2837,2114,1724,390,88197,84970,3227,42389,25933,4338,5099,3448,3571,67.54,65.07,2.47,32.46,19.86,3.32,3.9,2.64,2.73
2021,E07000178,Oxford,136718,70771,67786,2985,6898,5540,1358,77669,73326,4343,59049,16402,29820,5256,3593,3978,56.81,53.63,3.18,43.19,12.0,21.81,3.84,2.63,2.91
2021,E07000179,South Oxfordshire,121491,77479,75136,2343,1657,1340,317,79136,76476,2660,42355,28043,4445,4661,2455,2751,65.14,62.95,2.19,34.86,23.08,3.66,3.84,2.02,2.26
2021,E07000180,Vale of White Horse,112425,71537,69442,2095,1743,1421,322,73280,70863,2417,39145,25671,4440,4199,2429,2406,65.18,63.03,2.15,34.82,22.83,3.95,3.73,2.16,2.14
2021,E07000181,West Oxfordshire,93810,59526,57881,1645,1283,1045,238,60809,58926,1883,33001,22509,2993,3491,2033,1975,64.82,62.81,2.01,35.18,23.99,3.19,3.72,2.17,2.11
2021,E07000187,Mendip,96052,56449,54507,1942,1411,1164,247,57860,55671,2189,38192,25472,3703,3626,3183,2208,60.24,57.96,2.28,39.76,26.52,3.86,3.78,3.31,2.3
2021,E07000188,Sedgemoor,103782,59861,57708,2153,1818,1440,378,61679,59148,2531,42103,28220,2917,4216,4179,2571,59.43,56.99,2.44,40.57,27.19,2.81,4.06,4.03,2.48
2021,E07000189,South Somerset,143817,81984,79308,2676,2088,1627,461,84072,80935,3137,59745,42094,4113,5388,4950,3200,58.46,56.28,2.18,41.54,29.27,2.86,3.75,3.44,2.23
2021,E07000192,Cannock Chase,82478,50028,47884,2144,1350,993,357,51378,48877,2501,31100,18874,2465,3600,3952,2209,62.29,59.26,3.03,37.71,22.88,2.99,4.36,4.79,2.68
2021,E07000193,East Staffordshire,100507,60267,57852,2415,1906,1464,442,62173,59316,2857,38334,22676,3783,4738,3757,3380,61.86,59.02,2.84,38.14,22.56,3.76,4.71,3.74,3.36
2021,E07000194,Lichfield,88597,51284,49433,1851,1355,1040,315,52639,50473,2166,35958,24896,2957,3106,2757,2242,59.41,56.97,2.44,40.59,28.1,3.34,3.51,3.11,2.53
2021,E07000195,Newcastle-under-Lyme,103184,56770,54631,2139,2873,2052,821,59643,56683,2960,43541,26165,6820,3669,4619,2268,57.8,54.93,2.87,42.2,25.36,6.61,3.56,4.48,2.2
2021,E07000196,South Staffordshire,93372,51697,49733,1964,1269,966,303,52966,50699,2267,40406,26824,2985,3266,3007,4324,56.73,54.3,2.43,43.27,28.73,3.2,3.5,3.22,4.63
2021,E07000197,Stafford,113614,66303,64069,2234,2082,1696,386,68385,65765,2620,45229,30951,3652,3849,3848,2929,60.19,57.88,2.31,39.81,27.24,3.21,3.39,3.39,2.58
2021,E07000198,Staffordshire Moorlands,80856,45268,43970,1298,1382,1067,315,46650,45037,1613,34206,24501,2438,2461,3041,1765,57.7,55.7,1.99,42.3,30.3,3.02,3.04,3.76,2.18
2021,E07000199,Tamworth,63793,38911,37209,1702,1318,952,366,40229,38161,2068,23564,14540,2039,2767,2659,1559,63.06,59.82,3.24,36.94,22.79,3.2,4.34,4.17,2.44
2021,E07000200,Babergh,77378,43629,42028,1601,1195,928,267,44824,42956,1868,32554,23205,2473,3128,2138,1610,57.93,55.51,2.41,42.07,29.99,3.2,4.04,2.76,2.08
2021,E07000202,Ipswich,111832,68620,65187,3433,2496,1839,657,71116,67026,4090,40716,21884,4594,5693,5033,3512,63.59,59.93,3.66,36.41,19.57,4.11,5.09,4.5,3.14
2021,E07000203,Mid Suffolk,86305,50524,49048,1476,1235,976,259,51759,50024,1735,34546,24707,2574,3175,2352,1738,59.97,57.96,2.01,40.03,28.63,2.98,3.68,2.73,2.01
2021,E07000207,Elmbridge,108774,68509,65827,2682,1491,1153,338,70000,66980,3020,38774,22798,5179,6187,2125,2485,64.35,61.58,2.78,35.65,20.96,4.76,5.69,1.95,2.28
2021,E07000208,Epsom and Ewell,64607,40544,39051,1493,1173,859,314,41717,39910,1807,22890,13814,3359,2778,1463,1476,64.57,61.77,2.8,35.43,21.38,5.2,4.3,2.26,2.28
2021,E07000209,Guildford,119356,69090,66635,2455,4339,3139,1200,73429,69774,3655,45927,23196,12597,4755,2519,2860,61.52,58.46,3.06,38.48,19.43,10.55,3.98,2.11,2.4
2021,E07000210,Mole Valley,72339,43018,41538,1480,1010,804,206,44028,42342,1686,28311,19123,2790,2998,1849,1551,60.86,58.53,2.33,39.14,26.44,3.86,4.14,2.56,2.14
2021,E07000211,Reigate and Banstead,120127,76538,73633,2905,1933,1491,442,78471,75124,3347,41656,24905,4447,5330,3234,3740,65.32,62.54,2.79,34.68,20.73,3.7,4.44,2.69,3.11
2021,E07000212,Runnymede,72719,42374,40532,1842,2729,1924,805,45103,42456,2647,27616,14005,7142,3046,1597,1826,62.02,58.38,3.64,37.98,19.26,9.82,4.19,2.2,2.51
2021,E07000213,Spelthorne,83363,53162,50540,2622,1393,1000,393,54555,51540,3015,28808,17569,2993,3495,2332,2419,65.44,61.83,3.62,34.56,21.08,3.59,4.19,2.8,2.9
