year,area_code,area_name,umap1,umap2,umap_cluster,pct_very_good,pct_good,pct_fair,pct_bad,pct_very_bad,pct_bad_or_very_bad,pct_unemployed_of_total,pct_retired,pct_student_inactive,pct_looking_after_home_family,pct_long_term_sick_disabled,pct_other_inactive
2021,E07000149,South Norfolk,5.0002685,0.8477444,4,47.02,35.46,13.17,3.44,0.91,4.34,2.0,28.37,3.3,3.59,3.0,1.94
2021,E07000163,Craven,4.9539256,0.55357915,4,47.82,35.1,12.83,3.31,0.93,4.24,1.68,31.77,2.93,2.86,2.62,1.95
2021,E07000164,Hambleton,5.0316253,0.6847108,4,47.63,35.23,12.73,3.44,0.98,4.42,1.73,30.98,2.95,3.25,2.61,2.09
2021,E07000165,Harrogate,3.2402902,1.1809084,4,50.96,33.51,11.67,3.06,0.81,3.87,1.92,26.86,4.2,3.37,2.62,2.14
2021,E07000166,Richmondshire,3.672166,1.2392178,4,49.95,33.88,12.17,3.11,0.89,4.0,2.04,27.1,2.78,3.41,2.38,3.17
2021,E07000167,Ryedale,5.2478633,0.8692101,4,45.92,35.62,13.82,3.57,1.06,4.63,1.75,30.61,3.04,3.63,2.78,2.16
2021,E07000168,Scarborough,7.1484127,3.5281942,1,41.32,35.94,15.91,5.31,1.52,6.83,2.63,31.62,3.17,3.89,5.19,2.97
2021,E07000169,Selby,3.9663935,1.0831338,4,48.75,34.56,12.34,3.41,0.94,4.35,2.27,25.34,3.11,3.39,2.84,1.91
2021,E07000170,Ashfield,6.8025856,4.5412216,1,42.4,34.74,15.77,5.5,1.59,7.09,3.02,23.91,3.18,4.73,5.7,2.65
2021,E07000171,Bassetlaw,6.7097225,3.2482097,1,43.87,34.75,15.16,4.77,1.45,6.22,2.43,26.17,2.96,3.96,4.72,3.35
2021,E07000172,Broxtowe,6.0680256,1.8202609,4,46.27,34.62,13.95,4.02,1.14,5.16,2.7,25.94,5.87,3.53,3.66,2.2
2021,E07000173,Gedling,6.4907413,1.9425799,1,46.03,34.84,13.8,4.13,1.21,5.33,2.59,25.71,3.68,3.44,3.93,2.41
2021,E07000174,Mansfield,6.8303275,4.7348228,1,42.65,34.4,15.66,5.66,1.63,7.29,2.79,23.59,3.0,4.57,6.17,2.93
2021,E07000175,Newark and Sherwood,6.82113,2.532599,1,44.69,35.03,14.48,4.52,1.28,5.79,2.4,26.64,3.71,4.07,4.22,2.94
2021,E07000176,Rushcliffe,2.8465483,1.2743185,4,53.1,32.03,11.0,3.05,0.82,3.87,2.19,26.14,5.79,2.99,2.3,2.29
2021,E07000177,Cherwell,3.3209248,1.9448136,4,50.78,34.34,11.16,2.92,0.8,3.72,2.47,19.86,3.32,3.9,2.64,2.73
2021,E07000178,Oxford,1.6497788,7.9653134,3,54.78,32.19,9.69,2.6,0.74,3.34,3.18,12.0,21.81,3.84,2.63,2.91
2021,E07000179,South Oxfordshire,2.4498796,1.780801,4,53.42,33.0,10.34,2.57,0.68,3.25,2.19,23.08,3.66,3.84,2.02,2.26
2021,E07000180,Vale of White Horse,2.6931894,1.5944848,4,52.35,33.62,10.79,2.58,0.66,3.24,2.15,22.83,3.95,3.73,2.16,2.14
2021,E07000181,West Oxfordshire,2.9948833,1.3552316,4,51.26,33.99,11.18,2.8,0.77,3.57,2.01,23.99,3.19,3.72,2.17,2.11
2021,E07000187,Mendip,4.959875,1.3152608,4,47.72,34.52,13.06,3.71,0.99,4.7,2.28,26.52,3.86,3.78,3.31,2.3
2021,E07000188,Sedgemoor,7.047504,2.3329482,1,44.62,35.61,14.17,4.38,1.22,5.6,2.44,27.19,2.81,4.06,4.03,2.48
2021,E07000189,South Somerset,5.5683303,1.2451886,4,45.98,35.45,13.61,3.84,1.12,4.96,2.18,29.27,2.86,3.75,3.44,2.23
2021,E07000192,Cannock Chase,6.790601,3.40613,1,43.33,35.59,14.67,4.93,1.48,6.41,3.03,22.88,2.99,4.36,4.79,2.68
2021,E07000193,East Staffordshire,4.4085097,2.9814231,4,46.54,35.47,13.16,3.74,1.09,4.83,2.84,22.56,3.76,4.71,3.74,3.36
2021,E07000194,Lichfield,5.330971,1.4227892,4,47.11,34.82,13.08,3.91,1.08,4.99,2.44,28.1,3.34,3.51,3.11,2.53
2021,E07000195,Newcastle-under-Lyme,6.9270325,2.5326633,1,43.95,35.3,14.5,4.84,1.41,6.26,2.87,25.36,6.61,3.56,4.48,2.2
2021,E07000196,South Staffordshire,6.4968786,2.2716599,1,45.01,35.73,13.96,4.11,1.2,5.31,2.43,28.73,3.2,3.5,3.22,4.63
2021,E07000197,Stafford,5.54754,1.4207925,4,46.78,35.02,13.3,3.8,1.1,4.9,2.31,27.24,3.21,3.39,3.39,2.58
2021,E07000198,Staffordshire Moorlands,6.5100303,2.01959,1,44.66,35.45,14.25,4.32,1.32,5.64,1.99,30.3,3.02,3.04,3.76,2.18
2021,E07000199,Tamworth,6.5572686,3.031594,1,45.52,34.88,13.89,4.37,1.35,5.71,3.24,22.79,3.2,4.34,4.17,2.44
2021,E07000200,Babergh,5.1642575,0.93815285,4,46.32,35.88,13.38,3.49,0.92,4.42,2.41,29.99,3.2,4.04,2.76,2.08
2021,E07000202,Ipswich,4.5808215,3.3310335,4,45.64,35.78,13.54,3.98,1.07,5.05,3.66,19.57,4.11,5.09,4.5,3.14
2021,E07000203,Mid Suffolk,4.9605417,0.7680901,4,46.94,35.99,12.86,3.36,0.85,4.22,2.01,28.63,2.98,3.68,2.73,2.01
2021,E07000207,Elmbridge,1.7032809,3.422763,4,58.91,29.53,8.7,2.19,0.68,2.87,2.78,20.96,4.76,5.69,1.95,2.28
2021,E07000208,Epsom and Ewell,2.0867908,2.201731,4,54.27,32.65,10.02,2.4,0.66,3.06,2.8,21.38,5.2,4.3,2.26,2.28
2021,E07000209,Guildford,1.3055092,8.0013485,3,54.77,32.5,9.55,2.46,0.72,3.18,3.06,19.43,10.55,3.98,2.11,2.4
2021,E07000210,Mole Valley,2.6258144,1.8012502,4,52.59,32.96,10.77,2.86,0.82,3.68,2.33,26.44,3.86,4.14,2.56,2.14
2021,E07000211,Reigate and Banstead,2.3941731,2.5482411,4,53.8,32.5,10.3,2.64,0.76,3.39,2.79,20.73,3.7,4.44,2.69,3.11
2021,E07000212,Runnymede,1.3918388,7.990099,3,52.37,33.43,10.61,2.82,0.77,3.59,3.64,19.26,9.82,4.19,2.2,2.51
2021,E07000213,Spelthorne,3.3459857,2.406832,4,50.42,34.41,11.31,2.98,0.87,3.86,3.62,21.08,3.59,4.19,2.8,2.9
2021,E07000214,Surrey Heath,2.3130674,2.0829005,4,53.81,32.79,10.18,2.49,0.74,3.23,2.82,22.96,3.8,4.16,2.16,2.62
2021,E07000215,Tandridge,2.6514282,2.1675344,4,52.25,32.95,11.02,2.92,0.85,3.78,2.65,23.87,4.1,4.37,2.56,2.34
2021,E07000216,Waverley,2.0981734,2.150114,4,54.65,32.1,10.05,2.52,0.68,3.2,2.31,24.72,5.58,4.56,2.32,1.92
2021,E07000217,Woking,2.339064,2.7265465,4,53.3,33.13,10.16,2.67,0.74,3.41,3.01,19.39,3.93,5.09,2.42,2.6
2021,E07000218,North Warwickshire,6.7164435,2.193856,1,45.49,34.74,14.08,4.4,1.28,5.68,2.7,25.35,3.18,3.65,3.81,2.39
2021,E07000219,Nuneaton and Bedworth,6.676394,3.2845516,1,44.31,35.38,14.44,4.53,1.35,5.87,3.2,23.2,3.57,4.46,4.52,2.92
2021,E07000220,Rugby,3.9622524,1.32822,4,48.83,34.85,12.05,3.4,0.88,4.28,2.47,21.86,3.85,3.59,2.97,2.22
2021,E07000221,Stratford-on-Avon,3.5811791,1.0138646,4,49.64,34.28,12.02,3.17,0.89,4.07,2.02,27.99,3.21,3.52,2.45,1.99
2021,E07000222,Warwick,1.4856814,7.9352446,3,52.09,33.14,10.98,2.96,0.83,3.79,2.8,21.6,8.51,3.32,2.7,2.06
2021,E07000223,Adur,6.8262596,2.272404,1,45.35,34.97,14.11,4.34,1.23,5.56,2.73,27.16,3.52,3.91,3.81,2.55
2021,E07000224,Arun,7.235624,2.6647918,1,43.19,36.57,14.81,4.31,1.12,5.43,2.61,31.94,3.07,3.66,3.57,2.71
2021,E07000225,Chichester,4.3544655,1.117516,4,49.04,34.27,12.39,3.37,0.94,4.3,2.59,29.73,4.51,4.12,2.76,2.45
2021,E07000226,Crawley,3.1881156,3.636149,4,49.08,34.98,11.61,3.35,0.98,4.33,4.97,15.75,4.14,5.4,3.39,3.41
2021,E07000227,Horsham,3.031554,1.3852881,4,51.47,33.95,11.05,2.77,0.76,3.53,2.41,26.25,3.54,3.84,2.16,1.99
2021,E07000228,Mid Sussex,2.6284018,1.611419,4,52.92,33.07,10.51,2.74,0.76,3.5,2.38,23.92,3.62,3.8,2.24,1.95
2021,E07000229,Worthing,6.678704,1.9895475,1,45.27,35.64,13.85,4.07,1.17,5.24,2.97,25.9,3.28,3.41,3.92,2.53
2021,E07000234,Bromsgrove,3.669638,1.3501768,4,50.67,33.12,11.8,3.36,1.05,4.41,2.45,27.08,3.94,3.17,2.72,2.33
2021,E07000235,Malvern Hills,5.6750283,1.2546308,4,46.46,34.89,13.64,3.9,1.12,5.01,2.31,31.28,3.97,3.63,3.31,2.15
2021,E07000236,Redditch,4.4369354,2.8719504,4,46.51,35.18,13.13,4.08,1.11,5.18,3.07,21.74,3.49,4.27,3.96,2.7
2021,E07000237,Worcester,4.3535686,2.6798055,4,47.39,35.1,12.72,3.74,1.06,4.79,3.47,20.62,5.65,3.77,3.64,2.53
2021,E07000238,Wychavon,4.994332,1.2284074,4,47.43,35.01,12.95,3.64,0.97,4.61,2.17,28.04,3.23,3.63,2.94,2.49
2021,E07000239,Wyre Forest,7.066177,2.9592159,1,43.31,35.76,14.79,4.74,1.4,6.14,2.89,28.74,3.27,4.01,4.31,2.63
2021,E08000001,Bolton,5.359681,4.994116,1,48.0,32.7,13.15,4.72,1.43,6.15,3.92,21.05,5.46,6.43,5.44,3.7
2021,E08000002,Bury,5.478252,3.566598,1,48.21,32.97,13.26,4.34,1.22,5.56,3.22,22.1,4.84,4.73,4.69,3.29
2021,E08000003,Manchester,2.428048,5.4206924,3,50.83,31.43,11.77,4.51,1.46,5.97,5.71,10.65,13.06,6.59,5.87,4.63
2021,E08000004,Oldham,5.3218346,5.212428,1,46.92,32.86,13.94,4.84,1.43,6.28,4.15,19.74,6.23,7.39,5.64,4.34
2021,E08000005,Rochdale,5.4567475,5.1385145,1,46.9,32.94,13.74,5.01,1.4,6.41,3.78,20.13,5.42,6.57,5.91,4.2
2021,E08000006,Salford,3.5344422,6.808565,3,49.81,31.91,12.32,4.6,1.36,5.96,4.69,15.58,6.66,4.66,5.6,3.98
2021,E08000007,Stockport,5.459947,2.3992429,4,49.39,32.67,12.64,4.08,1.22,5.29,2.82,24.13,3.92,3.82,4.15,2.64
2021,E08000008,Tameside,5.9346623,4.149926,1,45.31,33.71,14.37,5.12,1.49,6.61,3.47,21.36,4.18,4.96,5.63,3.34
2021,E08000009,Trafford,2.5139935,2.6385908,4,53.1,30.97,11.28,3.58,1.07,4.65,2.99,21.46,4.94,4.32,3.72,2.65
2021,E08000010,Wigan,5.911813,3.6621263,1,46.27,33.46,14.03,4.88,1.36,6.24,3.08,23.27,3.57,4.07,5.4,3.06
2021,E08000011,Knowsley,7.196184,5.9636106,1,47.29,30.14,13.95,6.5,2.12,8.61,3.53,19.34,4.15,5.1,8.15,3.83
2021,E08000012,Liverpool,6.6393137,6.3330326,1,47.69,30.93,13.4,5.98,2.0,7.98,4.77,16.68,10.98,4.87,7.57,4.08
2021,E08000013,St. Helens,7.3026934,5.3046207,1,45.16,32.73,14.6,5.78,1.73,7.51,3.13,24.55,3.54,4.42,6.53,2.96
2021,E08000014,Sefton,7.398727,5.1399746,1,46.36,32.29,14.35,5.36,1.65,7.01,3.04,26.64,3.89,3.91,5.93,2.99
2021,E08000015,Wirral,7.4144034,5.264211,1,46.49,32.07,14.17,5.57,1.69,7.27,2.87,25.96,4.26,4.22,6.51,2.96
2021,E08000016,Barnsley,6.88227,4.9769306,1,43.35,33.61,15.54,5.83,1.68,7.51,2.92,23.7,3.3,4.89,6.27,3.01
2021,E08000017,Doncaster,6.1005454,4.5543337,1,44.32,34.11,14.71,5.26,1.6,6.86,3.35,23.25,3.52,5.29,5.54,4.1
2021,E08000018,Rotherham,6.2573647,4.615632,1,44.15,34.03,14.78,5.42,1.63,7.04,3.18,23.9,3.78,5.33,5.84,3.33
2021,E08000019,Sheffield,3.3992434,7.028021,3,46.66,33.74,13.57,4.67,1.36,6.03,3.96,20.13,9.89,4.94,4.79,3.25
2021,E08000021,Newcastle upon Tyne,3.342697,6.837679,3,48.39,32.19,13.1,4.84,1.49,6.33,4.76,17.3,13.75,5.0,5.21,3.63
2021,E08000022,North Tyneside,5.9958105,3.290781,1,46.02,33.31,14.45,4.88,1.34,6.22,3.27,25.07,3.57,3.87,4.79,2.72
2021,E08000023,South Tyneside,6.7439384,5.2567677,1,43.75,33.07,15.52,5.89,1.77,7.66,4.36,24.72,4.17,5.34,6.45,3.42
2021,E08000024,Sunderland,6.9241,5.3520937,1,43.13,33.0,15.87,6.14,1.86,8.0,3.89,24.66,4.61,5.04,6.6,3.38
2021,E08000025,Birmingham,2.7731032,5.2165585,3,47.56,33.28,13.17,4.52,1.47,5.99,5.88,15.57,10.02,8.22,5.43,5.14
2021,E08000026,Coventry,3.3361845,7.028922,3,48.55,33.63,12.46,4.09,1.27,5.36,4.89,17.27,10.48,5.11,4.54,3.48
2021,E08000027,Dudley,6.592578,3.4124448,1,43.85,35.43,14.65,4.73,1.34,6.07,3.76,24.25,4.21,5.2,4.52,2.96
2021,E08000028,Sandwell,5.375727,5.266304,1,44.86,34.16,14.35,5.11,1.53,6.64,5.31,17.39,6.21,7.6,5.79,4.67
2021,E08000029,Solihull,5.13358,2.3090775,4,49.25,33.38,12.4,3.84,1.12,4.96,3.16,25.75,4.37,4.56,3.53,2.51
2021,E08000030,Walsall,5.5586653,5.059126,1,44.41,34.38,14.63,5.01,1.58,6.58,4.47,20.81,5.42,7.0,5.55,3.63
2021,E08000031,Wolverhampton,5.514025,5.1122313,1,44.84,34.39,14.43,4.91,1.43,6.35,5.6,19.16,5.82,6.61,5.27,4.14
2021,E08000032,Bradford,5.348009,5.1986866,1,46.14,34.53,13.38,4.56,1.39,5.95,4.3,18.86,6.6,8.1,5.23,4.46
2021,E08000033,Calderdale,5.4309225,3.6852677,1,46.61,34.19,13.51,4.38,1.3,5.69,3.22,23.49,4.3,4.85,4.91,3.19
2021,E08000034,Kirklees,4.9036736,3.7559953,1,46.56,34.5,13.39,4.31,1.24,5.55,3.5,21.86,5.82,5.79,4.7,3.43
2021,E08000035,Leeds,3.241521,7.160717,3,49.52,33.29,12.18,3.89,1.12,5.02,4.11,18.9,8.6,4.24,4.14,3.2
2021,E08000036,Wakefield,6.1074123,3.901176,1,44.71,34.29,14.46,5.07,1.48,6.55,2.96,23.3,3.27,4.53,5.42,3.27
2021,E09000001,City of London,1.0726117,8.031667,3,57.52,31.76,8.0,2.17,0.55,2.71,4.09,12.41,9.0,2.4,1.55,3.71
2021,E09000002,Barking and Dagenham,2.5942101,4.9547753,3,51.14,32.89,11.1,3.73,1.14,4.87,5.61,10.49,7.84,8.23,4.52,4.82
2021,E09000003,Barnet,2.1365478,4.513081,3,54.86,31.03,10.1,3.01,1.01,4.02,4.39,14.93,6.99,6.13,3.25,4.13
2021,E09000004,Bexley,3.094469,3.165044,4,50.79,33.42,11.47,3.3,1.03,4.33,3.76,19.97,5.11,4.84,3.03,3.04
2021,E09000005,Brent,2.546762,4.844823,3,52.03,32.75,10.85,3.28,1.09,4.37,5.45,12.1,8.01,7.07,3.75,5.12
2021,E09000006,Bromley,2.4091837,2.7417119,4,53.4,32.42,10.38,2.94,0.86,3.8,3.38,20.89,4.53,4.63,2.74,2.67
2021,E09000007,Camden,1.3821955,4.985439,3,55.53,29.35,10.05,3.81,1.26,5.08,5.07,10.76,12.39,5.44,4.56,4.16
2021,E09000008,Croydon,2.467205,4.311623,3,51.2,33.45,11.09,3.26,1.0,4.26,4.75,15.48,5.89,5.29,3.58,3.99
2021,E09000009,Ealing,2.4442306,4.70591,3,52.45,32.79,10.59,3.16,1.0,4.17,5.17,12.86,7.41,7.23,3.48,4.59
2021,E09000010,Enfield,2.5700097,4.8197985,3,50.64,33.01,11.46,3.68,1.2,4.89,4.72,15.6,7.08,7.24,4.25,5.16
2021,E09000011,Greenwich,2.0961218,4.695025,3,52.73,31.97,10.71,3.51,1.09,4.6,5.34,11.81,6.52,5.53,4.17,4.41
2021,E09000012,Hackney,1.3516344,4.9501004,3,56.66,28.41,9.92,3.65,1.35,5.01,5.47,7.82,7.68,5.27,4.98,4.67
2021,E09000013,Hammersmith and Fulham,1.3718354,4.7786384,3,59.0,27.97,8.9,3.06,1.06,4.12,4.96,10.0,8.53,5.1,3.74,4.22
2021,E09000014,Haringey,1.9019223,4.815123,3,53.05,31.72,10.37,3.62,1.24,4.86,5.53,10.67,6.82,5.44,4.39,4.92
2021,E09000015,Harrow,2.53079,4.3379083,3,51.51,33.92,10.68,2.95,0.93,3.89,4.06,16.52,6.79,6.46,2.81,3.72
2021,E09000016,Havering,3.403338,3.1174984,4,49.9,33.97,11.69,3.41,1.03,4.44,3.65,20.97,4.62,5.14,3.08,3.04
2021,E09000017,Hillingdon,2.522779,4.545988,3,51.31,33.91,10.82,3.02,0.94,3.96,4.81,15.53,7.2,6.45,2.94,4.03
2021,E09000018,Hounslow,2.473553,4.680376,3,51.92,33.42,10.52,3.13,1.01,4.14,5.16,12.9,6.28,7.16,3.25,4.55
2021,E09000019,Islington,1.3688169,4.9263396,3,54.8,29.28,10.37,4.11,1.43,5.54,5.41,9.18,8.64,4.68,5.28,4.2
2021,E09000020,Kensington and Chelsea,1.279054,4.8150344,3,59.61,26.71,9.2,3.35,1.13,4.48,4.58,13.06,10.3,6.9,3.88,4.86
2021,E09000021,Kingston upon Thames,2.2511709,3.3681147,4,54.12,32.56,9.94,2.6,0.78,3.37,3.87,16.1,7.45,5.1,2.53,2.84
2021,E09000022,Lambeth,1.5354085,4.760117,3,56.2,30.29,9.52,3.02,0.97,3.99,5.33,8.29,6.6,3.93,3.71,4.17
2021,E09000023,Lewisham,1.8456403,4.8121934,3,53.12,32.04,10.52,3.29,1.04,4.33,5.72,10.49,6.52,4.76,4.05,4.23
2021,E09000024,Merton,2.3091505,3.5130546,4,54.9,32.06,9.65,2.6,0.79,3.39,3.96,13.94,5.5,5.79,2.53,3.43
2021,E09000025,Newham,2.6453936,4.987045,3,51.41,33.29,10.77,3.37,1.16,4.52,6.26,7.69,8.72,9.03,3.87,5.26
2021,E09000026,Redbridge,2.5759685,4.7547493,3,51.31,34.02,10.64,3.05,0.98,4.03,4.48,14.08,7.57,8.05,3.08,4.22
2021,E09000027,Richmond upon Thames,1.6315899,3.6062653,4,59.38,29.22,8.36,2.34,0.7,3.04,3.37,18.12,5.96,5.08,2.24,2.62
2021,E09000028,Southwark,1.5255083,4.822871,3,55.79,30.34,9.75,3.1,1.02,4.12,5.57,8.55,8.41,4.16,3.91,4.22
2021,E09000029,Sutton,2.8743746,3.1991718,4,51.42,34.02,10.64,3.02,0.9,3.92,3.37,17.68,4.95,5.1,3.07,2.92
2021,E09000030,Tower Hamlets,2.5894196,4.932156,3,52.97,32.13,10.05,3.6,1.26,4.86,5.99,5.82,9.57,8.43,4.02,4.73
2021,E09000031,Waltham Forest,2.4405866,4.5898743,3,51.52,33.46,10.63,3.33,1.06,4.39,5.16,11.55,6.18,6.14,3.53,4.26
2021,E09000032,Wandsworth,1.4976186,4.032022,3,60.63,28.07,8.17,2.4,0.73,3.13,4.02,9.84,5.93,4.59,2.69,3.32
2021,E09000033,Westminster,1.3189484,4.956552,3,56.32,28.88,9.71,3.63,1.46,5.09,4.81,10.89,11.08,6.31,4.78,4.8
2021,W06000001,Isle of Anglesey,5.8646336,2.7126634,1,47.6,31.85,14.83,4.44,1.27,5.72,2.91,30.55,3.99,4.1,4.75,2.61
2021,W06000002,Gwynedd,5.4305334,2.475265,4,49.94,31.55,13.35,4.04,1.13,5.17,3.22,25.88,7.6,3.5,4.2,2.7
2021,W06000003,Conwy,7.246926,4.558329,1,44.53,33.42,15.5,5.07,1.49,6.56,2.98,30.82,3.76,3.82,5.4,2.67
2021,W06000004,Denbighshire,7.3615775,5.0530057,1,45.0,32.62,15.26,5.41,1.72,7.13,2.78,28.38,4.05,4.18,6.22,2.63
2021,W06000005,Flintshire,5.7556415,2.4572396,1,47.39,33.45,13.5,4.33,1.33,5.66,2.77,25.64,3.57,3.59,4.32,2.25
2021,W06000006,Wrexham,5.994299,3.6665256,1,45.45,34.04,14.3,4.88,1.34,6.22,2.94,23.81,4.4,4.05,5.12,3.63
2021,W06000008,Ceredigion,2.7151473,7.299444,3,45.04,33.65,15.22,4.66,1.42,6.08,3.01,27.69,10.02,3.45,4.45,2.33
2021,W06000009,Pembrokeshire,7.2580986,4.6632347,1,44.74,33.4,15.08,5.17,1.61,6.78,2.7,29.55,3.46,4.64,5.49,2.71
2021,W06000010,Carmarthenshire,7.3310304,5.2619443,1,45.12,31.69,15.7,5.62,1.87,7.49,2.52,27.76,4.13,4.05,6.24,2.58
2021,W06000011,Swansea,7.3051414,5.565814,1,47.73,30.94,13.99,5.48,1.87,7.34,3.42,23.89,8.41,4.19,6.33,2.92
2021,W06000012,Neath Port Talbot,7.219062,5.8993845,1,45.39,30.37,15.43,6.6,2.21,8.8,2.77,25.11,5.39,4.76,8.25,3.2
2021,W06000013,Bridgend,7.259717,5.5165796,1,45.88,31.72,14.84,5.67,1.89,7.56,2.93,24.67,3.98,4.45,6.76,3.66
2021,W06000014,Vale of Glamorgan,5.7395964,2.6192822,1,48.51,32.25,13.29,4.48,1.48,5.96,2.83,26.12,4.34,3.82,4.68,2.44
2021,W06000015,Cardiff,3.370911,6.899671,3,50.12,31.79,12.18,4.47,1.43,5.9,4.15,16.86,12.14,4.62,5.01,3.08
2021,W06000016,Rhondda Cynon Taff,7.188715,5.631702,1,44.53,31.74,15.51,6.28,1.94,8.22,3.21,23.21,5.04,4.59,7.58,3.04
2021,W06000018,Caerphilly,7.1605477,5.679402,1,43.72,32.09,15.71,6.41,2.06,8.47,3.06,23.62,4.08,4.81,7.57,2.9
2021,W06000019,Blaenau Gwent,7.0771694,5.729441,1,41.05,32.68,16.76,7.15,2.36,9.51,3.36,23.23,3.58,5.33,9.11,3.16
2021,W06000020,Torfaen,6.917535,5.037042,1,42.63,33.92,15.54,6.05,1.86,7.91,3.04,24.86,3.74,4.6,6.8,2.83
2021,W06000021,Monmouthshire,6.3542447,2.2010508,1,46.44,34.3,13.61,4.37,1.28,5.65,2.21,29.24,3.61,3.54,3.91,2.75
2021,W06000022,Newport,5.8653507,4.2218695,1,46.59,33.01,13.75,5.11,1.54,6.65,3.54,20.54,4.5,5.06,5.82,3.42
2021,W06000023,Powys,6.466075,2.4767735,1,44.54,34.5,15.08,4.54,1.35,5.88,2.07,29.48,3.39,3.56,4.24,2.42
2021,W06000024,Merthyr Tydfil,7.172222,6.0132804,1,45.41,30.23,15.02,6.99,2.36,9.34,3.25,22.11,4.14,4.75,8.61,3.38
