Table QS601EW,,,,,,,,,,,,,,,,,,,
"2011 Census: Economic activity, local authorities in England and Wales",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
England and Wales,,,,,,,,,,,,,,,,,,,
"Constituent Countries; Regions, counties, London boroughs, unitary",,,,,,,,,,,,,,,,,,,
authorities and districts in England; unitary authorities in Wales,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
All usual residents aged 16 to 74,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Area code,Area name,,,All categories: Economic activity,Economically active: Total,Economically active: Employee: Part-time,Economically active: Employee: Full-time,Economically active: Self-employed with employees: Part-time,Economically active: Self-employed with employees: Full-time,Economically active: Self-employed without employees: Part-time,Economically active: Self-employed without employees: Full-time,Economically active: Unemployed,Economically active: Full-time student,Economically inactive: Total,Economically inactive: Retired,Economically inactive: Student (including full-time students),Economically inactive: Looking after home or family,Economically inactive: Long-term sick or disabled,Economically inactive: Other
,,,,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons
,,,,Number,Percentage,Percentage,Percentage,Percentage,Percentage,Percentage,Percentage,Percentage,Percentage,Percentage,Percentage,Percentage,Percentage,Percentage,Percentage
,,,,,,,,,,,,,,,,,,,
E07000152,,,East Northamptonshire,"63,006",72.7,13.7,42.8,0.4,2.0,2.5,5.7,3.4,2.3,27.3,15.2,4.0,4.0,2.9,1.3
E07000153,,,Kettering,"67,920",73.6,14.7,43.1,0.3,1.8,2.3,4.8,4.0,2.6,26.4,14.3,3.1,3.9,3.5,1.6
E07000154,,,Northampton,"155,682",74.2,13.5,43.9,0.3,1.4,1.8,4.5,4.6,4.1,25.8,11.2,5.1,3.9,3.7,1.9
E07000155,,,South Northamptonshire,"62,321",76.1,14.4,43.4,0.5,2.6,3.3,6.9,2.4,2.7,23.9,14.7,3.0,3.4,1.7,1.1
E07000156,,,Wellingborough,"54,817",71.6,13.6,42.6,0.3,1.6,1.9,4.3,4.7,2.6,28.4,14.7,3.4,4.3,3.8,2.2
,,,,,,,,,,,,,,,,,,,
E10000024,,Nottinghamshire ,,"578,254",69.4,15.0,39.3,0.4,1.8,2.1,4.3,3.9,2.6,30.6,16.5,4.1,3.8,4.4,1.9
E07000170,,,Ashfield,"88,037",68.1,14.7,39.5,0.3,1.2,1.7,3.8,4.7,2.2,31.9,16.5,3.3,4.5,5.6,1.9
E07000171,,,Bassetlaw,"83,305",67.9,15.3,37.9,0.4,1.8,2.0,4.2,4.0,2.4,32.1,17.1,3.5,3.8,5.1,2.7
E07000172,,,Broxtowe,"81,573",69.7,14.5,40.7,0.3,1.6,2.0,3.9,3.9,2.9,30.3,16.5,5.6,3.3,3.5,1.4
E07000173,,,Gedling,"83,284",71.4,15.5,39.8,0.4,1.9,2.3,4.8,4.1,2.7,28.6,16.5,3.6,3.3,3.6,1.5
E07000174,,,Mansfield,"77,155",67.9,15.1,38.7,0.3,1.4,1.7,3.8,4.6,2.4,32.1,15.7,3.4,4.5,6.5,2.0
E07000175,,,Newark and Sherwood,"84,145",68.9,15.1,38.0,0.4,2.1,2.4,4.8,3.6,2.5,31.1,17.1,3.8,4.1,4.3,2.0
E07000176,,,Rushcliffe,"80,755",71.9,14.6,40.5,0.5,2.4,2.9,5.0,2.8,3.3,28.1,15.9,5.5,3.0,2.2,1.5
,,,,,,,,,,,,,,,,,,,
E12000005,WEST MIDLANDS,,,"4,067,119",68.3,14.0,37.4,0.4,1.7,2.2,4.3,5.1,3.3,31.7,14.4,5.9,4.6,4.4,2.4
,,,,,,,,,,,,,,,,,,,
E06000019,,"Herefordshire, County of UA",,"133,442",71.3,15.2,36.0,0.5,2.7,3.5,7.6,3.3,2.4,28.7,16.6,3.6,3.5,3.4,1.6
E06000051,,Shropshire UA,,"223,892",71.0,15.5,37.1,0.5,2.7,3.1,6.4,3.3,2.3,29.0,16.9,3.9,3.4,3.2,1.6
E06000021,,Stoke-on-Trent UA,,"182,808",65.5,13.5,36.7,0.3,1.2,1.5,3.3,5.3,3.7,34.5,14.3,5.6,4.7,7.2,2.7
E06000020,,Telford and Wrekin UA,,"122,279",69.5,13.5,41.4,0.2,1.4,1.7,3.6,4.7,2.8,30.5,13.7,5.1,4.8,4.9,2.0
,,,,,,,,,,,,,,,,,,,
E10000028,,Staffordshire ,,"629,358",69.8,14.6,39.4,0.4,1.9,2.1,4.7,3.6,2.9,30.2,16.7,4.5,3.5,3.8,1.8
E07000192,,,Cannock Chase,"72,274",71.0,15.2,39.9,0.3,1.5,1.7,5.2,4.6,2.6,29.0,14.9,3.6,4.2,4.7,1.7
E07000193,,,East Staffordshire,"83,059",70.5,14.6,40.7,0.4,1.7,2.2,4.4,3.8,2.7,29.5,15.0,3.7,4.4,3.7,2.5
E07000194,,,Lichfield,"74,757",69.4,14.6,38.6,0.4,2.4,2.6,5.1,3.4,2.4,30.6,18.6,3.7,3.5,3.0,1.8
E07000195,,,Newcastle-under-Lyme,"92,335",66.7,13.8,37.8,0.3,1.7,1.8,3.8,3.7,3.9,33.3,16.1,7.6,3.2,4.7,1.7
E07000196,,,South Staffordshire,"80,718",69.9,15.1,38.4,0.5,2.4,2.3,5.2,3.3,2.6,30.1,18.3,3.9,3.2,2.8,2.0
E07000197,,,Stafford,"97,297",70.2,14.5,40.0,0.4,2.1,2.2,4.4,3.1,3.4,29.8,16.7,5.1,3.0,3.1,2.0
E07000198,,,Staffordshire Moorlands,"72,085",69.3,14.6,38.1,0.5,2.3,2.5,6.0,2.8,2.5,30.7,19.1,3.3,2.9,4.1,1.3
E07000199,,,Tamworth,"56,833",72.5,15.1,43.1,0.2,1.1,1.6,4.1,4.5,2.7,27.5,14.3,3.5,4.2,4.1,1.4
,,,,,,,,,,,,,,,,,,,
E10000031,,Warwickshire,,"401,630",71.8,14.1,41.5,0.4,1.9,2.6,5.0,3.5,2.8,28.2,15.2,4.9,3.4,3.1,1.5
E07000218,,,North Warwickshire,"46,170",71.8,14.6,41.1,0.4,2.1,2.3,5.4,3.6,2.3,28.2,16.5,3.3,3.3,3.5,1.5
E07000219,,,Nuneaton and Bedworth,"92,090",70.8,14.8,41.7,0.2,1.3,1.6,3.7,4.7,2.7,29.2,15.6,3.6,3.9,4.4,1.7
E07000220,,,Rugby,"72,759",73.5,13.9,44.6,0.3,1.6,2.2,4.7,3.6,2.5,26.5,14.7,3.9,3.5,2.8,1.5
E07000221,,,Stratford-on-Avon,"87,728",72.1,14.4,38.5,0.5,2.7,4.0,6.9,2.5,2.6,27.9,17.3,3.4,3.5,2.3,1.4
E07000222,,,Warwick,"102,883",71.3,13.1,41.9,0.4,1.9,2.8,4.7,3.0,3.5,28.7,12.9,9.0,2.9,2.6,1.3
,,,,,,,,,,,,,,,,,,,
E11000005,,West Midlands (Met County),,"1,958,674",66.2,13.4,35.5,0.3,1.3,1.8,3.5,6.5,3.8,33.8,12.8,7.5,5.5,5.0,3.0
E08000025,,,Birmingham,"760,252",64.2,12.7,33.1,0.4,1.3,2.0,3.3,7.1,4.4,35.8,10.7,9.7,6.4,5.3,3.7
E08000026,,,Coventry,"231,871",66.3,12.9,36.5,0.2,1.1,1.6,3.3,5.4,5.4,33.7,12.0,10.4,4.3,4.5,2.4
E08000027,,,Dudley ,"226,726",68.6,15.0,38.2,0.3,1.3,1.9,4.1,5.3,2.5,31.4,16.2,4.3,4.6,4.4,2.0
E08000028,,,Sandwell ,"219,508",66.8,13.6,37.1,0.3,1.1,1.5,3.1,7.3,2.9,33.2,13.0,5.3,5.9,5.8,3.2
E08000029,,,Solihull,"148,360",70.8,14.6,39.9,0.4,2.0,2.3,4.6,4.2,2.8,29.2,16.2,4.4,3.7,3.3,1.5
E08000030,,,Walsall,"191,974",66.1,14.0,35.3,0.4,1.5,1.7,3.8,6.8,2.7,33.9,15.0,5.0,5.8,5.2,2.9
E08000031,,,Wolverhampton,"179,983",66.9,13.5,35.5,0.3,1.3,1.5,3.3,7.8,3.6,33.1,13.2,6.1,5.3,5.4,3.1
,,,,,,,,,,,,,,,,,,,
E10000034,,Worcestershire ,,"415,036",71.3,14.9,39.2,0.4,2.1,2.8,5.3,3.7,2.9,28.7,16.0,4.1,3.5,3.3,1.7
E07000234,,,Bromsgrove,"67,807",71.8,15.3,39.4,0.5,2.6,2.9,5.5,3.1,2.5,28.2,16.3,4.2,2.8,2.5,2.4
E07000235,,,Malvern Hills,"53,512",67.8,14.4,33.7,0.5,2.8,4.0,6.9,3.2,2.3,32.2,19.2,4.8,3.5,3.2,1.5
E07000236,,,Redditch,"62,523",73.9,14.4,43.8,0.2,1.4,2.1,4.4,4.6,3.0,26.1,13.0,3.8,3.9,3.8,1.6
E07000237,,,Worcester,"73,382",73.5,15.0,41.9,0.2,1.3,2.1,4.2,4.2,4.6,26.5,12.2,5.5,3.7,3.4,1.7
E07000238,,,Wychavon,"85,481",71.7,15.0,38.4,0.5,2.6,3.2,6.3,3.1,2.5,28.3,17.4,3.3,3.4,2.7,1.6
E07000239,,,Wyre Forest,"72,331",68.7,15.2,37.4,0.4,1.8,2.5,5.0,4.2,2.2,31.3,18.5,3.3,3.6,4.1,1.7
,,,,,,,,,,,,,,,,,,,
E12000006,EAST,,,"4,245,544",71.6,14.3,40.0,0.4,1.9,2.7,5.5,3.8,3.0,28.4,14.4,4.6,4.5,3.1,1.8
,,,,,,,,,,,,,,,,,,,
E06000055,,Bedford UA,,"113,764",71.9,13.9,40.4,0.4,1.9,2.5,4.8,4.4,3.6,28.1,12.8,5.5,4.3,3.3,2.3
E06000056,,Central Bedfordshire UA,,"186,658",74.7,14.0,43.6,0.4,2.0,2.7,6.0,3.5,2.8,25.3,13.5,4.2,3.9,2.4,1.3
E06000032,,Luton UA,,"145,208",69.1,12.7,36.7,0.4,1.5,2.0,4.5,5.7,5.5,30.9,9.9,7.4,6.7,3.8,3.3
E06000031,,Peterborough UA,,"132,318",72.3,14.1,42.9,0.3,1.5,2.0,3.8,5.1,2.7,27.7,11.6,3.9,5.5,4.1,2.6
E06000033,,Southend-on-Sea UA,,"125,007",70.7,14.4,38.4,0.4,1.7,2.7,5.5,5.0,2.7,29.3,14.1,3.8,5.0,4.2,2.1
E06000034,,Thurrock UA,,"114,124",74.0,14.3,42.6,0.3,1.5,1.8,5.2,5.4,2.7,26.0,11.7,3.5,5.2,3.5,2.1
,,,,,,,,,,,,,,,,,,,
E10000003,,Cambridgeshire ,,"461,380",72.0,13.4,42.6,0.3,1.8,2.7,5.0,3.0,3.2,28.0,12.7,7.3,3.7,2.6,1.6
E07000008,,,Cambridge,"98,283",64.0,10.2,38.0,0.2,1.3,2.3,3.6,2.7,5.7,36.0,7.1,21.8,3.0,2.5,1.6
E07000009,,,East Cambridgeshire,"60,714",75.6,14.5,44.0,0.4,2.3,3.1,6.1,2.9,2.3,24.4,13.5,2.9,4.2,2.4,1.3
E07000010,,,Fenland,"69,258",69.1,14.0,39.4,0.3,1.7,2.0,5.2,4.2,2.1,30.9,17.1,3.1,4.3,4.5,2.0
E07000011,,,Huntingdonshire,"125,346",74.6,14.2,45.1,0.4,1.8,2.4,4.9,3.2,2.6,25.4,14.1,3.2,3.8,2.5,1.9
E07000012,,,South Cambridgeshire,"107,779",76.2,14.5,45.0,0.4,2.2,3.4,5.6,2.3,2.8,23.8,13.0,4.0,3.6,2.0,1.3
,,,,,,,,,,,,,,,,,,,
E10000012,,Essex ,,"1,011,611",71.1,14.4,39.1,0.4,2.0,2.7,5.9,3.8,2.7,28.9,15.4,4.0,4.7,3.2,1.7
E07000066,,,Basildon,"125,795",71.2,14.2,40.3,0.3,1.7,2.1,5.5,4.6,2.4,28.8,13.9,3.4,5.7,3.9,1.8
E07000067,,,Braintree,"106,718",73.8,14.8,41.1,0.4,2.0,2.9,6.3,3.8,2.5,26.2,14.1,3.0,4.6,3.1,1.5
E07000068,,,Brentwood,"52,959",72.0,13.5,40.9,0.5,2.4,3.2,6.1,3.1,2.3,28.0,14.9,4.4,4.8,2.3,1.5
E07000069,,,Castle Point,"64,626",68.2,14.7,36.4,0.3,1.9,2.3,6.5,3.5,2.4,31.8,19.4,2.9,4.8,3.2,1.6
E07000070,,,Chelmsford,"123,693",73.8,14.7,42.4,0.4,1.9,2.7,5.4,3.4,3.0,26.2,14.1,3.9,4.2,2.3,1.6
E07000071,,,Colchester,"128,562",71.1,14.4,39.3,0.3,1.7,2.4,5.0,3.5,4.4,28.9,13.1,7.0,4.1,3.2,1.5
E07000072,,,Epping Forest,"90,622",72.1,13.3,38.3,0.6,3.1,3.5,7.3,3.6,2.3,27.9,14.1,4.5,4.9,2.6,1.9
E07000073,,,Harlow,"58,669",74.7,14.7,43.1,0.2,1.2,2.0,5.2,5.2,3.1,25.3,11.3,3.6,4.7,3.7,1.9
E07000074,,,Maldon,"45,406",70.2,14.6,36.9,0.5,2.5,3.4,7.0,3.0,2.1,29.8,17.9,3.0,4.7,2.8,1.4
E07000075,,,Rochford,"60,425",70.8,15.2,39.0,0.4,1.9,2.7,6.2,3.0,2.4,29.2,17.7,3.1,4.6,2.3,1.5
E07000076,,,Tendring,"97,050",61.7,14.6,30.2,0.4,1.9,2.6,5.3,4.7,2.2,38.3,23.1,3.3,4.6,5.3,2.0
E07000077,,,Uttlesford,"57,086",74.4,14.5,40.1,0.5,3.0,3.9,7.2,2.7,2.4,25.6,13.5,4.2,4.9,1.8,1.4
,,,,,,,,,,,,,,,,,,,
E10000015,,Hertfordshire,,"806,213",74.2,13.6,42.3,0.4,2.1,3.1,5.9,3.5,3.2,25.8,12.0,5.1,4.5,2.5,1.7
E07000095,,,Broxbourne,"67,599",73.1,14.5,40.1,0.4,2.0,2.5,6.7,4.2,2.7,26.9,13.2,4.3,4.8,2.8,1.8
E07000096,,,Dacorum,"104,410",74.5,13.8,42.5,0.4,2.0,3.2,6.2,3.7,2.8,25.5,12.4,3.8,4.5,2.7,2.1
E07000097,,,East Hertfordshire,"100,093",75.4,14.1,43.7,0.4,2.4,3.3,6.2,2.8,2.4,24.6,12.5,4.4,4.4,2.1,1.3
E07000098,,,Hertsmere,"71,511",73.3,13.5,39.4,0.5,2.7,4.0,6.9,3.7,2.8,26.7,11.2,6.1,4.7,2.8,1.8
E07000099,,,North Hertfordshire,"91,510",74.9,14.0,43.9,0.4,2.0,3.1,5.5,3.4,2.7,25.1,13.3,3.7,4.3,2.4,1.3
E07000100,,,St Albans,"99,863",74.7,13.5,43.1,0.4,2.4,3.8,5.9,2.7,2.8,25.3,12.3,4.6,4.8,2.1,1.5
E07000101,,,Stevenage,"60,988",75.7,14.3,44.4,0.2,1.2,2.0,5.1,4.8,3.6,24.3,11.1,3.7,4.6,3.3,1.7
E07000102,,,Three Rivers,"62,440",74.1,13.5,41.2,0.5,2.7,3.9,6.5,3.2,2.6,25.9,12.8,4.5,4.7,2.3,1.7
E07000103,,,Watford,"66,285",76.6,12.7,46.0,0.3,1.6,2.8,5.7,4.1,3.4,23.4,9.4,4.6,4.6,2.7,2.1
E07000104,,,Welwyn Hatfield,"81,514",70.0,12.2,38.4,0.3,1.7,2.4,4.8,3.3,6.7,30.0,10.9,11.0,4.0,2.6,1.5
,,,,,,,,,,,,,,,,,,,
E10000020,,Norfolk,,"623,798",68.1,15.1,36.1,0.4,1.9,2.7,5.3,3.8,2.8,31.9,17.9,4.1,4.2,3.9,1.9
E07000143,,,Breckland,"94,176",69.1,14.6,38.6,0.3,1.8,2.6,5.3,3.5,2.2,30.9,18.0,3.0,4.2,3.5,2.2
E07000144,,,Broadland,"90,305",71.1,16.7,37.8,0.4,2.1,3.0,5.9,2.6,2.6,28.9,18.6,2.8,3.5,2.8,1.2
E07000145,,,Great Yarmouth,"70,234",65.5,16.3,32.4,0.3,1.7,2.0,4.3,6.1,2.4,34.5,18.3,3.6,4.9,5.3,2.3
E07000146,,,King’s Lynn and West Norfolk,"106,591",67.3,14.6,36.5,0.4,2.1,2.6,5.2,3.7,2.2,32.7,19.6,3.1,4.3,4.1,1.7
E07000147,,,North Norfolk,"72,453",63.2,14.6,30.2,0.5,2.5,3.7,6.7,3.3,1.8,36.8,23.8,2.8,4.0,3.9,2.2
E07000148,,,Norwich,"100,702",68.3,13.4,37.2,0.2,1.1,2.0,3.9,5.0,5.4,31.7,10.7,9.5,4.3,4.9,2.2
E07000149,,,South Norfolk,"89,337",70.7,15.7,37.6,0.4,2.3,3.4,6.1,2.7,2.5,29.3,18.2,3.2,3.9,2.8,1.3
,,,,,,,,,,,,,,,,,,,
E10000029,,Suffolk,,"525,463",71.0,15.7,38.9,0.4,1.9,2.8,5.2,3.6,2.6,29.0,16.5,3.2,4.2,3.1,1.9
E07000200,,,Babergh,"63,075",70.3,15.2,37.2,0.5,2.2,3.6,6.4,3.0,2.3,29.7,18.2,3.4,4.2,2.5,1.4
E07000201,,,Forest Heath,"44,053",75.2,13.0,47.5,0.3,1.7,2.2,5.0,3.2,2.2,24.8,12.3,2.7,4.7,2.6,2.5
E07000202,,,Ipswich,"97,167",73.5,16.5,41.2,0.2,1.2,1.8,4.1,5.4,3.1,26.5,11.6,3.8,4.8,4.2,2.1
E07000203,,,Mid Suffolk,"70,073",72.2,15.7,38.5,0.5,2.3,3.6,6.6,2.6,2.5,27.8,17.4,2.9,4.0,2.2,1.3
E07000204,,,St Edmundsbury,"80,968",73.3,15.3,42.5,0.4,1.9,2.6,4.9,3.0,2.6,26.7,15.4,3.1,3.4,2.6,2.3
E07000205,,,Suffolk Coastal,"88,250",69.1,15.9,36.2,0.5,2.3,3.6,5.4,2.7,2.4,30.9,19.4,3.2,3.9,2.6,1.7
E07000206,,,Waveney,"81,877",65.3,16.4,32.7,0.4,1.7,2.5,4.6,4.5,2.5,34.7,20.3,3.1,4.6,4.6,2.2
,,,,,,,,,,,,,,,,,,,
E12000007,LONDON,,,"6,117,482",71.7,10.9,39.8,0.5,2.0,3.2,6.0,5.2,4.1,28.3,8.4,7.8,5.2,3.7,3.2
,,,,,,,,,,,,,,,,,,,
E13000001,,Inner London,,"2,510,490",72.0,9.4,41.1,0.4,2.0,3.2,6.0,5.6,4.3,28.0,6.2,9.0,4.9,4.2,3.6
E09000007,,,Camden,"173,833",68.1,7.9,38.5,0.5,2.5,3.8,6.7,4.5,3.8,31.9,6.9,13.1,4.5,4.4,3.0
E09000001,,,City of London,"6,307",78.8,5.7,51.5,0.5,4.5,3.4,8.1,3.0,2.3,21.2,9.2,5.8,2.4,1.8,2.0
E09000012,,,Hackney,"187,423",71.4,11.4,36.6,0.5,1.6,3.4,6.9,7.0,3.9,28.6,5.6,8.8,4.9,5.2,4.1
E09000013,,,Hammersmith and Fulham,"145,552",74.0,7.6,45.8,0.4,2.1,3.4,6.4,4.9,3.5,26.0,6.3,8.2,4.6,3.9,3.0
E09000014,,,Haringey,"193,062",71.6,11.2,36.5,0.5,2.0,4.3,7.1,6.1,3.9,28.4,6.9,8.3,5.0,4.4,3.9
E09000019,,,Islington,"165,149",71.1,8.2,42.3,0.3,1.9,2.9,6.2,5.4,3.8,28.9,6.2,10.0,4.0,5.3,3.4
E09000020,,,Kensington and Chelsea,"126,080",69.4,6.8,40.6,0.6,3.7,4.1,7.0,4.3,2.3,30.6,8.0,8.7,6.1,3.6,4.1
E09000022,,,Lambeth,"237,730",77.1,9.5,46.5,0.4,1.6,3.0,6.3,6.0,3.8,22.9,5.6,6.8,3.5,3.8,3.3
E09000023,,,Lewisham,"206,255",73.6,11.7,40.1,0.4,1.6,3.0,5.7,6.2,4.9,26.4,7.3,7.3,4.5,4.3,3.1
E09000025,,,Newham,"228,958",67.2,11.5,30.9,0.5,1.5,2.6,4.8,6.9,8.4,32.8,5.8,10.9,7.2,4.2,4.7
E09000028,,,Southwark,"224,551",73.0,9.9,42.2,0.3,1.6,2.7,5.4,6.0,4.9,27.0,5.8,9.9,3.8,4.3,3.3
E09000030,,,Tower Hamlets,"196,552",69.8,9.6,39.7,0.5,1.2,2.1,4.5,6.7,5.5,30.2,4.7,9.9,7.0,4.5,4.0
E09000032,,,Wandsworth,"243,533",77.9,7.8,50.9,0.4,2.2,3.2,6.4,3.8,3.3,22.1,6.2,6.0,4.3,2.9,2.7
E09000033,,,Westminster,"175,505",68.6,7.2,41.5,0.6,2.8,3.1,6.0,4.5,2.8,31.4,6.8,10.2,5.4,4.8,4.1
,,,,,,,,,,,,,,,,,,,
E13000002,,Outer London,,"3,606,992",71.4,11.9,39.0,0.5,2.1,3.1,6.0,4.9,3.9,28.6,9.9,7.0,5.5,3.3,2.9
E09000002,,,Barking and Dagenham,"127,568",67.7,12.2,34.9,0.4,1.5,2.4,4.7,7.3,4.3,32.3,8.6,7.4,7.4,5.1,3.7
E09000003,,,Barnet,"258,443",71.4,11.8,36.1,0.7,3.0,4.6,7.3,4.4,3.5,28.6,8.9,8.2,5.5,3.1,3.0
E09000004,,,Bexley,"165,914",71.6,13.9,40.3,0.3,1.6,2.2,5.7,4.4,3.2,28.4,13.2,5.5,4.6,3.0,2.0
E09000005,,,Brent,"233,726",70.2,11.0,35.8,0.6,2.2,3.5,6.6,5.8,4.7,29.8,8.0,8.5,5.6,3.9,3.9
E09000006,,,Bromley,"222,539",72.5,13.0,41.1,0.4,2.2,3.2,6.2,3.9,2.5,27.5,13.3,4.8,4.8,2.7,1.9
E09000008,,,Croydon,"263,048",72.3,12.6,40.2,0.4,1.8,2.7,5.4,5.5,3.8,27.7,9.9,6.3,5.0,3.5,2.8
E09000009,,,Ealing,"252,764",71.5,10.2,39.7,0.5,1.9,3.5,6.5,5.2,3.9,28.5,8.3,7.4,5.8,3.6,3.5
E09000010,,,Enfield,"224,024",68.4,13.0,34.5,0.6,2.1,3.1,5.4,5.9,3.8,31.6,9.8,7.7,6.0,4.1,3.9
E09000011,,,Greenwich,"186,722",70.7,11.1,38.5,0.4,1.7,2.5,5.2,6.2,5.2,29.3,8.4,7.5,5.1,4.6,3.6
E09000015,,,Harrow,"174,751",70.6,12.3,37.5,0.6,2.6,3.3,6.3,4.5,3.7,29.4,10.4,7.7,5.5,2.9,2.9
E09000016,,,Havering,"171,128",71.1,13.7,39.7,0.4,1.8,2.4,5.9,4.5,2.7,28.9,14.3,4.6,4.9,3.2,2.0
E09000017,,,Hillingdon,"199,926",70.8,11.9,40.4,0.4,1.7,2.4,4.9,4.3,4.8,29.2,10.2,8.4,5.2,2.9,2.5
E09000018,,,Hounslow,"190,157",72.5,10.8,41.9,0.5,1.8,2.9,5.6,4.6,4.4,27.5,8.3,6.7,5.9,3.4,3.2
E09000021,,,Kingston upon Thames,"119,673",73.0,11.4,41.4,0.4,2.0,3.3,6.0,3.2,5.3,27.0,9.4,8.6,4.7,2.2,2.1
E09000024,,,Merton,"149,598",74.9,11.0,44.0,0.4,2.1,3.4,6.5,4.1,3.4,25.1,8.6,6.1,5.3,2.5,2.6
E09000026,,,Redbridge,"199,544",69.0,12.0,35.9,0.6,2.4,3.1,5.6,5.3,4.1,31.0,9.5,8.1,6.6,3.3,3.4
E09000027,,,Richmond upon Thames,"137,779",75.5,10.3,44.6,0.5,2.6,4.5,7.2,3.0,2.7,24.5,10.0,5.4,5.1,2.0,2.0
E09000029,,,Sutton,"138,710",75.0,13.3,43.3,0.4,1.9,2.9,6.2,3.9,3.0,25.0,11.1,4.7,4.5,2.8,1.9
E09000031,,,Waltham Forest,"190,978",70.7,11.5,36.3,0.5,1.8,3.4,6.7,6.1,4.4,29.3,8.0,8.0,6.0,3.8,3.6
,,,,,,,,,,,,,,,,,,,
E12000008,SOUTH EAST,,,"6,274,341",72.1,13.8,40.4,0.4,1.9,3.0,5.7,3.4,3.3,27.9,13.7,5.2,4.4,2.9,1.8
,,,,,,,,,,,,,,,,,,,
E06000036,,Bracknell Forest UA,,"83,116",78.4,13.3,49.0,0.3,1.5,2.5,5.5,3.4,2.8,21.6,10.2,3.6,4.2,2.1,1.5
E06000043,,Brighton and Hove UA,,"210,792",71.6,13.0,36.1,0.4,2.0,3.8,6.7,3.7,5.8,28.4,9.3,9.8,3.4,4.2,1.7
E06000046,,Isle of Wight UA,,"99,747",64.4,15.8,30.4,0.5,2.1,3.3,5.7,4.4,2.2,35.6,20.5,3.7,3.9,4.5,3.0
E06000035,,Medway UA,,"194,158",71.1,14.0,40.1,0.3,1.4,1.9,5.1,4.9,3.4,28.9,12.7,5.1,5.2,3.8,2.1
E06000042,,Milton Keynes UA,,"181,385",75.9,13.0,46.3,0.3,1.4,2.2,4.8,4.8,3.1,24.1,10.3,3.9,4.6,3.2,2.1
E06000044,,Portsmouth UA,,"153,705",68.9,13.4,37.6,0.2,1.3,1.6,4.3,4.3,6.1,31.1,10.7,10.7,4.1,3.8,1.9
E06000038,,Reading UA,,"116,808",73.9,11.9,44.6,0.2,1.2,2.0,4.6,4.6,5.0,26.1,8.6,8.0,4.6,2.8,2.2
E06000039,,Slough UA,,"100,458",73.5,11.8,43.4,0.4,1.4,2.5,4.6,5.4,3.9,26.5,7.5,5.8,6.5,3.4,3.4
E06000045,,Southampton UA,,"180,201",68.4,12.7,37.8,0.2,1.1,1.6,4.2,4.2,6.5,31.6,9.9,11.6,4.1,4.1,2.0
E06000037,,West Berkshire UA,,"112,054",76.2,13.9,45.6,0.3,2.0,3.0,5.9,2.9,2.5,23.8,12.6,3.4,4.3,2.2,1.4
E06000040,,Windsor and Maidenhead UA,,"104,247",74.5,12.2,44.4,0.4,2.2,3.5,6.2,3.2,2.3,25.5,12.8,4.4,4.8,1.8,1.7
E06000041,,Wokingham UA,,"112,273",75.6,13.6,45.7,0.3,1.8,3.0,5.6,2.6,3.0,24.4,13.3,4.0,4.3,1.6,1.2
,,,,,,,,,,,,,,,,,,,
E10000002,,Buckinghamshire ,,"363,773",73.6,13.3,41.5,0.5,2.4,3.7,6.4,3.0,2.9,26.4,13.3,4.5,4.7,2.0,1.8
E07000004,,,Aylesbury Vale,"126,740",75.1,14.0,43.2,0.4,2.1,3.3,6.4,3.1,2.7,24.9,12.4,4.1,4.2,2.2,1.9
E07000005,,,Chiltern,"65,043",71.9,13.6,38.4,0.5,2.8,4.7,6.7,2.7,2.5,28.1,15.4,4.2,5.1,1.9,1.6
E07000006,,,South Bucks,"47,802",72.3,11.8,41.1,0.6,3.4,3.7,6.6,2.7,2.4,27.7,14.5,4.5,5.1,1.8,1.8
E07000007,,,Wycombe,"124,188",73.5,12.9,41.6,0.4,1.9,3.6,6.2,3.2,3.6,26.5,12.7,5.1,4.9,2.0,1.8
,,,,,,,,,,,,,,,,,,,
E10000011,,East Sussex ,,"374,518",68.1,14.7,33.5,0.5,2.2,3.8,6.9,3.6,2.8,31.9,17.8,4.0,4.2,4.1,1.8
E07000061,,,Eastbourne,"70,473",68.0,14.8,35.0,0.4,1.6,2.7,5.6,4.1,3.8,32.0,16.8,5.2,3.8,4.5,1.8
E07000062,,,Hastings,"66,036",67.8,14.8,33.5,0.3,1.6,3.0,6.2,5.5,2.8,32.2,14.3,4.1,4.7,6.6,2.5
E07000063,,,Lewes,"69,269",69.6,15.3,34.3,0.4,2.2,4.2,7.0,3.3,2.7,30.4,17.6,3.7,3.9,3.5,1.8
E07000064,,,Rother,"62,861",63.4,13.8,29.4,0.6,2.5,4.2,7.5,3.2,2.1,36.6,22.5,3.8,4.3,4.1,1.9
E07000065,,,Wealden,"105,879",70.1,14.8,34.4,0.5,2.8,4.6,7.9,2.5,2.6,29.9,18.0,3.4,4.3,2.7,1.5
,,,,,,,,,,,,,,,,,,,
E10000014,,Hampshire ,,"954,975",73.2,14.6,42.3,0.3,1.8,2.9,5.4,3.0,3.0,26.8,15.2,3.6,4.0,2.6,1.4
