year,area_code,area_name,tsne1,tsne2,tsne_cluster,pct_very_good,pct_good,pct_fair,pct_bad,pct_very_bad,pct_bad_or_very_bad,pct_unemployed_of_total,pct_retired,pct_student_inactive,pct_looking_after_home_family,pct_long_term_sick_disabled,pct_other_inactive
2021,E07000213,Spelthorne,-9.509659,-14.445514,4,50.42,34.41,11.31,2.98,0.87,3.86,3.62,21.08,3.59,4.19,2.8,2.9
2021,E07000214,Surrey Heath,-16.05101,-14.944732,4,53.81,32.79,10.18,2.49,0.74,3.23,2.82,22.96,3.8,4.16,2.16,2.62
2021,E07000215,Tandridge,-14.087958,-15.767988,4,52.25,32.95,11.02,2.92,0.85,3.78,2.65,23.87,4.1,4.37,2.56,2.34
2021,E07000216,Waverley,-17.7591,-14.012045,4,54.65,32.1,10.05,2.52,0.68,3.2,2.31,24.72,5.58,4.56,2.32,1.92
2021,E07000217,Woking,-15.189678,-12.458024,4,53.3,33.13,10.16,2.67,0.74,3.41,3.01,19.39,3.93,5.09,2.42,2.6
2021,E07000218,North Warwickshire,6.619256,-22.780659,1,45.49,34.74,14.08,4.4,1.28,5.68,2.7,25.35,3.18,3.65,3.81,2.39
2021,E07000219,Nuneaton and Bedworth,12.216457,-19.214514,1,44.31,35.38,14.44,4.53,1.35,5.87,3.2,23.2,3.57,4.46,4.52,2.92
2021,E07000220,Rugby,-8.122695,-21.634287,4,48.83,34.85,12.05,3.4,0.88,4.28,2.47,21.86,3.85,3.59,2.97,2.22
2021,E07000221,Stratford-on-Avon,-10.103538,-23.029459,4,49.64,34.28,12.02,3.17,0.89,4.07,2.02,27.99,3.21,3.52,2.45,1.99
2021,E07000222,Warwick,-18.07435,-7.4138813,0,52.09,33.14,10.98,2.96,0.83,3.79,2.8,21.6,8.51,3.32,2.7,2.06
2021,E07000223,Adur,7.018022,-23.60263,1,45.35,34.97,14.11,4.34,1.23,5.56,2.73,27.16,3.52,3.91,3.81,2.55
2021,E07000224,Arun,11.201604,-25.95036,1,43.19,36.57,14.81,4.31,1.12,5.43,2.61,31.94,3.07,3.66,3.57,2.71
2021,E07000225,Chichester,-5.8085384,-23.472612,4,49.04,34.27,12.39,3.37,0.94,4.3,2.59,29.73,4.51,4.12,2.76,2.45
2021,E07000226,Crawley,-7.625044,18.164286,3,49.08,34.98,11.61,3.35,0.98,4.33,4.97,15.75,4.14,5.4,3.39,3.41
2021,E07000227,Horsham,-13.840459,-19.511581,4,51.47,33.95,11.05,2.77,0.76,3.53,2.41,26.25,3.54,3.84,2.16,1.99
2021,E07000228,Mid Sussex,-15.447506,-17.522005,4,52.92,33.07,10.51,2.74,0.76,3.5,2.38,23.92,3.62,3.8,2.24,1.95
2021,E07000229,Worthing,5.346971,-23.606516,1,45.27,35.64,13.85,4.07,1.17,5.24,2.97,25.9,3.28,3.41,3.92,2.53
2021,E07000234,Bromsgrove,-7.5874557,-20.157835,4,50.67,33.12,11.8,3.36,1.05,4.41,2.45,27.08,3.94,3.17,2.72,2.33
2021,E07000235,Malvern Hills,1.2164357,-25.929161,4,46.46,34.89,13.64,3.9,1.12,5.01,2.31,31.28,3.97,3.63,3.31,2.15
2021,E07000236,Redditch,-2.659679,-14.34082,4,46.51,35.18,13.13,4.08,1.11,5.18,3.07,21.74,3.49,4.27,3.96,2.7
2021,E07000237,Worcester,-3.5289624,-15.388043,4,47.39,35.1,12.72,3.74,1.06,4.79,3.47,20.62,5.65,3.77,3.64,2.53
2021,E07000238,Wychavon,-2.6045654,-24.46309,4,47.43,35.01,12.95,3.64,0.97,4.61,2.17,28.04,3.23,3.63,2.94,2.49
2021,E07000239,Wyre Forest,11.806149,-22.15859,1,43.31,35.76,14.79,4.74,1.4,6.14,2.89,28.74,3.27,4.01,4.31,2.63
2021,E08000001,Bolton,13.545274,-9.104245,1,48.0,32.7,13.15,4.72,1.43,6.15,3.92,21.05,5.46,6.43,5.44,3.7
2021,E08000002,Bury,9.85043,-13.743036,1,48.21,32.97,13.26,4.34,1.22,5.56,3.22,22.1,4.84,4.73,4.69,3.29
2021,E08000003,Manchester,-6.0922227,28.25158,3,50.83,31.43,11.77,4.51,1.46,5.97,5.71,10.65,13.06,6.59,5.87,4.63
2021,E08000004,Oldham,14.189233,-7.7438383,1,46.92,32.86,13.94,4.84,1.43,6.28,4.15,19.74,6.23,7.39,5.64,4.34
2021,E08000005,Rochdale,14.1256275,-8.666073,1,46.9,32.94,13.74,5.01,1.4,6.41,3.78,20.13,5.42,6.57,5.91,4.2
2021,E08000006,Salford,-1.035496,23.03302,3,49.81,31.91,12.32,4.6,1.36,5.96,4.69,15.58,6.66,4.66,5.6,3.98
2021,E08000007,Stockport,2.3071196,-17.61967,4,49.39,32.67,12.64,4.08,1.22,5.29,2.82,24.13,3.92,3.82,4.15,2.64
2021,E08000008,Tameside,14.324872,-13.388171,1,45.31,33.71,14.37,5.12,1.49,6.61,3.47,21.36,4.18,4.96,5.63,3.34
2021,E08000009,Trafford,-13.582873,-10.916346,4,53.1,30.97,11.28,3.58,1.07,4.65,2.99,21.46,4.94,4.32,3.72,2.65
2021,E08000010,Wigan,11.477217,-15.661113,1,46.27,33.46,14.03,4.88,1.36,6.24,3.08,23.27,3.57,4.07,5.4,3.06
2021,E08000011,Knowsley,25.297628,-7.2595224,1,47.29,30.14,13.95,6.5,2.12,8.61,3.53,19.34,4.15,5.1,8.15,3.83
2021,E08000012,Liverpool,22.89375,-2.6748252,2,47.69,30.93,13.4,5.98,2.0,7.98,4.77,16.68,10.98,4.87,7.57,4.08
2021,E08000013,St. Helens,22.82077,-12.482411,1,45.16,32.73,14.6,5.78,1.73,7.51,3.13,24.55,3.54,4.42,6.53,2.96
2021,E08000014,Sefton,23.707567,-13.092851,1,46.36,32.29,14.35,5.36,1.65,7.01,3.04,26.64,3.89,3.91,5.93,2.99
2021,E08000015,Wirral,23.882982,-12.543844,1,46.49,32.07,14.17,5.57,1.69,7.27,2.87,25.96,4.26,4.22,6.51,2.96
2021,E08000016,Barnsley,20.311203,-13.8380165,1,43.35,33.61,15.54,5.83,1.68,7.51,2.92,23.7,3.3,4.89,6.27,3.01
2021,E08000017,Doncaster,16.014032,-12.373212,1,44.32,34.11,14.71,5.26,1.6,6.86,3.35,23.25,3.52,5.29,5.54,4.1
2021,E08000018,Rotherham,17.016956,-12.865968,1,44.15,34.03,14.78,5.42,1.63,7.04,3.18,23.9,3.78,5.33,5.84,3.33
2021,E08000019,Sheffield,0.73484737,23.244242,3,46.66,33.74,13.57,4.67,1.36,6.03,3.96,20.13,9.89,4.94,4.79,3.25
2021,E08000021,Newcastle upon Tyne,0.8784014,25.35556,3,48.39,32.19,13.1,4.84,1.49,6.33,4.76,17.3,13.75,5.0,5.21,3.63
2021,E08000022,North Tyneside,10.582252,-16.479458,1,46.02,33.31,14.45,4.88,1.34,6.22,3.27,25.07,3.57,3.87,4.79,2.72
2021,E08000023,South Tyneside,20.361712,-11.082174,1,43.75,33.07,15.52,5.89,1.77,7.66,4.36,24.72,4.17,5.34,6.45,3.42
2021,E08000024,Sunderland,21.10297,-11.130617,1,43.13,33.0,15.87,6.14,1.86,8.0,3.89,24.66,4.61,5.04,6.6,3.38
2021,E08000025,Birmingham,-6.323776,29.691431,3,47.56,33.28,13.17,4.52,1.47,5.99,5.88,15.57,10.02,8.22,5.43,5.14
2021,E08000026,Coventry,1.1788164,22.740396,3,48.55,33.63,12.46,4.09,1.27,5.36,4.89,17.27,10.48,5.11,4.54,3.48
2021,E08000027,Dudley,13.240081,-18.079308,1,43.85,35.43,14.65,4.73,1.34,6.07,3.76,24.25,4.21,5.2,4.52,2.96
2021,E08000028,Sandwell,15.229683,-7.2584023,1,44.86,34.16,14.35,5.11,1.53,6.64,5.31,17.39,6.21,7.6,5.79,4.67
2021,E08000029,Solihull,0.9809422,-16.797512,4,49.25,33.38,12.4,3.84,1.12,4.96,3.16,25.75,4.37,4.56,3.53,2.51
2021,E08000030,Walsall,15.541843,-8.602428,1,44.41,34.38,14.63,5.01,1.58,6.58,4.47,20.81,5.42,7.0,5.55,3.63
2021,E08000031,Wolverhampton,15.794311,-7.9048867,1,44.84,34.39,14.43,4.91,1.43,6.35,5.6,19.16,5.82,6.61,5.27,4.14
2021,E08000032,Bradford,13.567092,-7.064688,1,46.14,34.53,13.38,4.56,1.39,5.95,4.3,18.86,6.6,8.1,5.23,4.46
2021,E08000033,Calderdale,10.7494335,-13.384453,1,46.61,34.19,13.51,4.38,1.3,5.69,3.22,23.49,4.3,4.85,4.91,3.19
2021,E08000034,Kirklees,10.704735,-11.222222,1,46.56,34.5,13.39,4.31,1.24,5.55,3.5,21.86,5.82,5.79,4.7,3.43
2021,E08000035,Leeds,1.1590942,21.392563,3,49.52,33.29,12.18,3.89,1.12,5.02,4.11,18.9,8.6,4.24,4.14,3.2
2021,E08000036,Wakefield,14.204076,-15.18537,1,44.71,34.29,14.46,5.07,1.48,6.55,2.96,23.3,3.27,4.53,5.42,3.27
2021,E09000001,City of London,-22.58264,-2.84431,0,57.52,31.76,8.0,2.17,0.55,2.71,4.09,12.41,9.0,2.4,1.55,3.71
2021,E09000002,Barking and Dagenham,-8.5363865,30.025717,3,51.14,32.89,11.1,3.73,1.14,4.87,5.61,10.49,7.84,8.23,4.52,4.82
2021,E09000003,Barnet,-13.861399,28.975565,3,54.86,31.03,10.1,3.01,1.01,4.02,4.39,14.93,6.99,6.13,3.25,4.13
2021,E09000004,Bexley,-9.218875,-11.87932,4,50.79,33.42,11.47,3.3,1.03,4.33,3.76,19.97,5.11,4.84,3.03,3.04
2021,E09000005,Brent,-9.984435,29.591959,3,52.03,32.75,10.85,3.28,1.09,4.37,5.45,12.1,8.01,7.07,3.75,5.12
2021,E09000006,Bromley,-13.882557,-12.596669,4,53.4,32.42,10.38,2.94,0.86,3.8,3.38,20.89,4.53,4.63,2.74,2.67
2021,E09000007,Camden,-16.144869,24.804363,3,55.53,29.35,10.05,3.81,1.26,5.08,5.07,10.76,12.39,5.44,4.56,4.16
2021,E09000008,Croydon,-12.515053,29.396994,3,51.2,33.45,11.09,3.26,1.0,4.26,4.75,15.48,5.89,5.29,3.58,3.99
2021,E09000009,Ealing,-10.475892,30.097364,3,52.45,32.79,10.59,3.16,1.0,4.17,5.17,12.86,7.41,7.23,3.48,4.59
2021,E09000010,Enfield,-9.4227,30.265436,3,50.64,33.01,11.46,3.68,1.2,4.89,4.72,15.6,7.08,7.24,4.25,5.16
2021,E09000011,Greenwich,-12.599404,28.10701,3,52.73,31.97,10.71,3.51,1.09,4.6,5.34,11.81,6.52,5.53,4.17,4.41
2021,E09000012,Hackney,-15.991607,25.79029,3,56.66,28.41,9.92,3.65,1.35,5.01,5.47,7.82,7.68,5.27,4.98,4.67
2021,E09000013,Hammersmith and Fulham,-16.383884,26.746445,3,59.0,27.97,8.9,3.06,1.06,4.12,4.96,10.0,8.53,5.1,3.74,4.22
2021,E09000014,Haringey,-12.402205,27.615078,3,53.05,31.72,10.37,3.62,1.24,4.86,5.53,10.67,6.82,5.44,4.39,4.92
2021,E09000015,Harrow,-12.316885,30.993277,3,51.51,33.92,10.68,2.95,0.93,3.89,4.06,16.52,6.79,6.46,2.81,3.72
2021,E09000016,Havering,-7.8873706,-11.689352,4,49.9,33.97,11.69,3.41,1.03,4.44,3.65,20.97,4.62,5.14,3.08,3.04
2021,E09000017,Hillingdon,-11.86724,30.572186,3,51.31,33.91,10.82,3.02,0.94,3.96,4.81,15.53,7.2,6.45,2.94,4.03
