area_code,area_name,total_persons_health,n_very_good,n_good,n_fair,n_bad,n_very_bad,pct_very_good,pct_good,pct_fair,pct_bad,pct_very_bad,n_bad_or_very_bad,pct_bad_or_very_bad,total_persons_econ,n_active_total,n_employee_part_time,n_employee_full_time,n_self_emp_with_employees_part_time,n_self_emp_with_employees_full_time,n_self_emp_without_employees_part_time,n_self_emp_without_employees_full_time,n_unemployed,n_full_time_student_active,n_inactive_total,n_retired,n_student_inactive,n_looking_after_home_family,n_long_term_sick_disabled,n_other_inactive,pct_active_total,pct_employee_part_time,pct_employee_full_time,pct_self_emp_with_employees_part_time,pct_self_emp_with_employees_full_time,pct_self_emp_without_employees_part_time,pct_self_emp_without_employees_full_time,pct_unemployed,pct_full_time_student_active,pct_inactive_total,pct_retired,pct_student_inactive,pct_looking_after_home_family,pct_long_term_sick_disabled,pct_other_inactive,pct_unemployed_of_total
E08000018,Rotherham,257280,111232,87237,39278,15114,4419,43.2,33.9,15.3,5.9,1.7,19533,7.6,187959,125899,28830,68860,598,2839,3244,7313,9821,4394,62060,31117,7405,8864,10614,4060,67.0,15.3,36.6,0.3,1.5,1.7,3.9,5.2,2.3,33.0,16.6,3.9,4.7,5.6,2.2,5.225075681398603
E08000019,Sheffield,552698,258250,184343,75733,26703,7669,46.7,33.4,13.7,4.8,1.4,34372,6.199999999999999,411004,270239,56868,140933,1216,5503,7835,15467,19626,22791,140765,52941,44212,16682,18418,8512,65.8,13.8,34.3,0.3,1.3,1.9,3.8,4.8,5.5,34.2,12.9,10.8,4.1,4.5,2.1,4.775136008408677
E08000032,Bradford,522452,234133,186031,71580,23768,6940,44.8,35.6,13.7,4.5,1.3,30708,5.8,366217,243727,52795,125745,1725,6199,8721,14828,21224,12490,122490,43961,23311,24487,18176,12555,66.6,14.4,34.3,0.5,1.7,2.4,4.0,5.8,3.4,33.4,12.0,6.4,6.7,5.0,3.4,5.795470991242897
E08000033,Calderdale,203826,94449,70007,28091,8929,2350,46.3,34.3,13.8,4.4,1.2,11279,5.6000000000000005,148766,104893,21923,57617,585,2837,3650,6999,7394,3888,43873,22405,6156,5844,6510,2958,70.5,14.7,38.7,0.4,1.9,2.5,4.7,5.0,2.6,29.5,15.1,4.1,3.9,4.4,2.0,4.97022169044002
E08000034,Kirklees,422458,192366,147731,58042,19030,5289,45.5,35.0,13.7,4.5,1.3,24319,5.8,307194,209514,44638,112199,1413,5679,7070,13332,14465,10718,97680,44027,17593,15227,13504,7329,68.2,14.5,36.5,0.5,1.8,2.3,4.3,4.7,3.5,31.8,14.3,5.7,5.0,4.4,2.4,4.708750821956158
E08000035,Leeds,751485,361295,254023,95515,31504,9148,48.1,33.8,12.7,4.2,1.2,40652,5.4,560849,389929,73507,217528,1789,8318,10731,21460,26786,29810,170920,69446,46047,20435,22498,12494,69.5,13.1,38.8,0.3,1.5,1.9,3.8,4.8,5.3,30.5,12.4,8.2,3.6,4.0,2.2,4.775973568643253
E08000036,Wakefield,325837,139288,110920,50595,19507,5527,42.7,34.0,15.5,6.0,1.7,25034,7.7,240997,164768,35763,95559,719,3494,3960,8531,11702,5040,76229,38721,8474,9554,14092,5388,68.4,14.8,39.7,0.3,1.4,1.6,3.5,4.9,2.1,31.6,16.1,3.5,4.0,5.8,2.2,4.855662103677639
E06000015,Derby UA,248752,111837,87060,35193,11413,3249,45.0,35.0,14.1,4.6,1.3,14662,5.9,179291,123691,26310,68979,486,2027,3127,6017,9297,7448,55600,22925,11237,8595,8574,4269,69.0,14.7,38.5,0.3,1.1,1.7,3.4,5.2,4.2,31.0,12.8,6.3,4.8,4.8,2.4,5.185424812176852
E06000016,Leicester UA,329839,148108,117551,44278,14972,4930,44.9,35.6,13.4,4.5,1.5,19902,6.0,242232,156425,33341,80780,751,2757,3699,6814,14982,13301,85807,22435,27604,15035,12397,8336,64.6,13.8,33.3,0.3,1.1,1.5,2.8,6.2,5.5,35.4,9.3,11.4,6.2,5.1,3.4,6.184979688893293
E06000018,Nottingham UA,305680,141038,103332,41581,15063,4666,46.1,33.8,13.6,4.9,1.5,19729,6.4,232072,142327,27605,72252,573,2147,3575,6709,14775,14691,89745,21144,37733,10854,13161,6853,61.3,11.9,31.1,0.2,0.9,1.5,2.9,6.4,6.3,38.7,9.1,16.3,4.7,5.7,3.0,6.3665586542107615
E06000017,Rutland UA,37369,18828,12718,4532,1008,283,50.4,34.0,12.1,2.7,0.8,1291,3.5,27052,18758,3847,10314,155,710,976,1507,643,606,8294,4579,1568,878,463,806,69.3,14.2,38.1,0.6,2.6,3.6,5.6,2.4,2.2,30.7,16.9,5.8,3.2,1.7,3.0,2.3769037409433684
E07000032,Amber Valley,122309,53826,42795,18336,5810,1542,44.0,35.0,15.0,4.8,1.3,7352,6.1,90558,63280,13374,36229,261,1597,2085,4240,3503,1991,27278,15715,3109,3417,3680,1357,69.9,14.8,40.0,0.3,1.8,2.3,4.7,3.9,2.2,30.1,17.4,3.4,3.8,4.1,1.5,3.868239139556969
E07000033,Bolsover,75866,30934,25423,12965,5152,1392,40.8,33.5,17.1,6.8,1.8,6544,8.6,55945,37442,7986,21542,144,820,938,2148,2612,1252,18503,9463,1962,2435,3626,1017,66.9,14.3,38.5,0.3,1.5,1.7,3.8,4.7,2.2,33.1,16.9,3.5,4.4,6.5,1.8,4.668871212798284
E07000034,Chesterfield,103788,43274,35622,16984,6204,1704,41.7,34.3,16.4,6.0,1.6,7908,7.6,76409,51909,12272,28593,235,993,1481,2969,3557,1809,24500,12894,2782,2916,4554,1354,67.9,16.1,37.4,0.3,1.3,1.9,3.9,4.7,2.4,32.1,16.9,3.6,3.8,6.0,1.8,4.655210773599968
E07000035,Derbyshire Dales,71116,33487,24683,9718,2475,753,47.1,34.7,13.7,3.5,1.1,3228,4.6,51978,36541,8270,18153,336,1593,1922,3727,1394,1146,15437,9903,1699,1581,1322,932,70.3,15.9,34.9,0.6,3.1,3.7,7.2,2.7,2.2,29.7,19.1,3.3,3.0,2.5,1.8,2.6819038824117896
E07000036,Erewash,112081,49349,39666,16762,4874,1430,44.0,35.4,15.0,4.3,1.3,6304,5.6,82609,59044,12446,34268,233,1269,1631,3462,3742,1993,23565,12894,2970,3107,3304,1290,71.5,15.1,41.5,0.3,1.5,2.0,4.2,4.5,2.4,28.5,15.6,3.6,3.8,4.0,1.6,4.5297727850476335
E07000037,High Peak,90892,43185,30980,12011,3696,1020,47.5,34.1,13.2,4.1,1.1,4716,5.199999999999999,67389,48560,10316,26377,252,1418,1899,3911,2576,1811,18829,10561,2893,1998,2473,904,72.1,15.3,39.1,0.4,2.1,2.8,5.8,3.8,2.7,27.9,15.7,4.3,3.0,3.7,1.3,3.822582320556768
E07000038,North East Derbyshire,99023,42535,33926,15734,5319,1509,43.0,34.3,15.9,5.4,1.5,6828,6.9,73460,49919,11679,27073,259,1416,1616,3525,2697,1654,23541,14159,2486,2575,3285,1036,68.0,15.9,36.9,0.4,1.9,2.2,4.8,3.7,2.3,32.0,19.3,3.4,3.5,4.5,1.4,3.671385788184046
E07000039,South Derbyshire,94611,45075,32550,12348,3647,991,47.6,34.4,13.1,3.9,1.0,4638,4.9,69450,50358,10279,29738,267,1307,1601,3217,2125,1824,19092,10286,2521,2749,2443,1093,72.5,14.8,42.8,0.4,1.9,2.3,4.6,3.1,2.6,27.5,14.8,3.6,4.0,3.5,1.6,3.059755219582433
E07000129,Blaby,93915,44615,33631,11764,3081,824,47.5,35.8,12.5,3.3,0.9,3905,4.2,68558,50661,10733,29207,239,1318,1667,3537,1963,1997,17897,10721,2495,1914,1565,1202,73.9,15.7,42.6,0.3,1.9,2.4,5.2,2.9,2.9,26.1,15.6,3.6,2.8,2.3,1.8,2.863269056856968
E07000130,Charnwood,166100,79906,58637,20620,5465,1472,48.1,35.3,12.4,3.3,0.9,6937,4.2,124967,84609,17209,47592,401,2133,2657,5244,3864,5509,40358,17092,14278,3930,3437,1621,67.7,13.8,38.1,0.3,1.7,2.1,4.2,3.1,4.4,32.3,13.7,11.4,3.1,2.8,1.3,3.092016292301168
E07000131,Harborough,85382,43421,29261,9707,2345,648,50.9,34.3,11.4,2.7,0.8,2993,3.5,61913,45791,9419,25343,330,1839,2048,3763,1517,1532,16122,9569,2415,1871,1232,1035,74.0,15.2,40.9,0.5,3.0,3.3,6.1,2.5,2.5,26.0,15.5,3.9,3.0,2.0,1.7,2.450212394812075
E07000132,Hinckley and Bosworth,105078,48612,37653,13974,3812,1027,46.3,35.8,13.3,3.6,1.0,4839,4.6,77716,56538,11408,33087,317,1543,1943,3961,2448,1831,21178,12924,2615,2510,2205,924,72.7,14.7,42.6,0.4,2.0,2.5,5.1,3.1,2.4,27.3,16.6,3.4,3.2,2.8,1.2,3.149930516238612
E07000133,Melton,50376,24349,17892,6295,1449,391,48.3,35.5,12.5,2.9,0.8,1840,3.7,36955,27422,5636,15481,155,924,1068,2094,1067,997,9533,5831,1231,1247,779,445,74.2,15.3,41.9,0.4,2.5,2.9,5.7,2.9,2.7,25.8,15.8,3.3,3.4,2.1,1.2,2.887295359220674
E07000134,North West Leicestershire,93468,42477,33202,12978,3733,1078,45.4,35.5,13.9,4.0,1.2,4811,5.2,68556,48999,9845,28778,236,1253,1573,3309,2361,1644,19557,11025,2611,2595,2350,976,71.5,14.4,42.0,0.3,1.8,2.3,4.8,3.4,2.4,28.5,16.1,3.8,3.8,3.4,1.4,3.443899877472431
E07000135,Oadby and Wigston,56170,25383,20568,7524,2082,613,45.2,36.6,13.4,3.7,1.1,2695,4.800000000000001,40797,28119,6146,15570,166,811,864,1669,1314,1579,12678,6102,3555,1296,1098,627,68.9,15.1,38.2,0.4,2.0,2.1,4.1,3.2,3.9,31.1,15.0,8.7,3.2,2.7,1.5,3.220825060666225
E07000136,Boston,64637,26298,24225,10252,3058,804,40.7,37.5,15.9,4.7,1.2,3862,5.9,47306,33031,7480,18683,181,892,907,1927,1969,992,14275,7842,1447,1838,2083,1065,69.8,15.8,39.5,0.4,1.9,1.9,4.1,4.2,2.1,30.2,16.6,3.1,3.9,4.4,2.3,4.162262715088995
E07000137,East Lindsey,136401,52138,48140,24915,8671,2537,38.2,35.3,18.3,6.4,1.9,11208,8.3,99928,60716,14264,29753,477,2460,2698,5223,3966,1875,39212,24038,3234,4356,5795,1789,60.8,14.3,29.8,0.5,2.5,2.7,5.2,4.0,1.9,39.2,24.1,3.2,4.4,5.8,1.8,3.968857577455768
E07000138,Lincoln,93541,41329,34216,13005,3907,1084,44.2,36.6,13.9,4.2,1.2,4991,5.4,71577,49523,9926,26504,158,796,1111,2486,3533,5009,22054,8015,6287,2880,3278,1594,69.2,13.9,37.0,0.2,1.1,1.6,3.5,4.9,7.0,30.8,11.2,8.8,4.0,4.6,2.2,4.935943110216969
E07000139,North Kesteven,107766,49563,37834,14941,4198,1230,46.0,35.1,13.9,3.9,1.1,5428,5.0,78616,55065,11437,32060,302,1485,1878,3759,2290,1854,23551,14890,2536,2942,2280,903,70.0,14.5,40.8,0.4,1.9,2.4,4.8,2.9,2.4,30.0,18.9,3.2,3.7,2.9,1.1,2.912893049760863
E07000140,South Holland,88270,35771,33149,13968,4167,1215,40.5,37.6,15.8,4.7,1.4,5382,6.1,63920,44276,8432,25724,262,1323,1493,3298,2532,1212,19644,11891,1846,2549,2308,1050,69.3,13.2,40.2,0.4,2.1,2.3,5.2,4.0,1.9,30.7,18.6,2.9,4.0,3.6,1.6,3.9612015018773454
E07000141,South Kesteven,133788,62625,46999,17767,5005,1392,46.8,35.1,13.3,3.7,1.0,6397,4.7,97319,70273,14579,40051,363,1901,2651,4954,3248,2526,27046,16064,3113,3586,2840,1443,72.2,15.0,41.2,0.4,2.0,2.7,5.1,3.3,2.6,27.8,16.5,3.2,3.7,2.9,1.5,3.3374777792620143
E07000142,West Lindsey,89250,39293,32075,13100,3790,992,44.0,35.9,14.7,4.2,1.1,4782,5.300000000000001,65531,44768,9855,24183,256,1497,1747,3196,2497,1537,20763,12366,2367,2598,2492,940,68.3,15.0,36.9,0.4,2.3,2.7,4.9,3.8,2.3,31.7,18.9,3.6,4.0,3.8,1.4,3.81041034014436
E07000150,Corby,61255,28138,21539,8045,2697,836,45.9,35.2,13.1,4.4,1.4,3533,5.800000000000001,45049,33166,6145,20899,95,476,565,1506,2222,1258,11883,5566,1504,1759,2237,817,73.6,13.6,46.4,0.2,1.1,1.3,3.3,4.9,2.8,26.4,12.4,3.3,3.9,5.0,1.8,4.932406934671136
E07000151,Daventry,77843,37709,27454,9398,2577,705,48.4,35.3,12.1,3.3,0.9,3282,4.2,57379,41546,7904,23617,242,1452,1705,3376,1731,1519,15833,8777,1978,2079,1456,1543,72.4,13.8,41.2,0.4,2.5,3.0,5.9,3.0,2.6,27.6,15.3,3.4,3.6,2.5,2.7,3.01678314365883
E07000152,East Northamptonshire,86765,40656,31175,11145,2945,844,46.9,35.9,12.8,3.4,1.0,3789,4.4,63006,45821,8602,26972,250,1251,1567,3577,2136,1466,17185,9549,2504,2517,1808,807,72.7,13.7,42.8,0.4,2.0,2.5,5.7,3.4,2.3,27.3,15.2,4.0,4.0,2.9,1.3,3.3901533187315493
E07000153,Kettering,93475,43038,33973,12039,3477,948,46.0,36.3,12.9,3.7,1.0,4425,4.7,67920,50012,9967,29305,222,1223,1539,3268,2728,1760,17908,9729,2101,2616,2408,1054,73.6,14.7,43.1,0.3,1.8,2.3,4.8,4.0,2.6,26.4,14.3,3.1,3.9,3.5,1.6,4.016489988221437
E07000154,Northampton,212069,98367,77331,26530,7654,2187,46.4,36.5,12.5,3.6,1.0,9841,4.6,155682,115479,21026,68363,417,2254,2872,6955,7223,6369,40203,17458,7871,6026,5837,3011,74.2,13.5,43.9,0.3,1.4,1.8,4.5,4.6,4.1,25.8,11.2,5.1,3.9,3.7,1.9,4.639585822381521
E07000155,South Northamptonshire,85189,43204,29703,9378,2247,657,50.7,34.9,11.0,2.6,0.8,2904,3.4000000000000004,62321,47449,9004,27039,294,1629,2068,4283,1476,1656,14872,9161,1847,2109,1045,710,76.1,14.4,43.4,0.5,2.6,3.3,6.9,2.4,2.7,23.9,14.7,3.0,3.4,1.7,1.1,2.368383049052486
E07000156,Wellingborough,75356,32913,27907,10687,2973,876,43.7,37.0,14.2,3.9,1.2,3849,5.1,54817,39247,7449,23367,153,891,1033,2363,2562,1429,15570,8059,1844,2360,2109,1198,71.6,13.6,42.6,0.3,1.6,1.9,4.3,4.7,2.6,28.4,14.7,3.4,4.3,3.8,2.2,4.673732601200357
E07000170,Ashfield,119497,50253,41200,19484,6764,1796,42.1,34.5,16.3,5.7,1.5,8560,7.2,88037,59970,12976,34795,236,1087,1458,3379,4140,1899,28067,14545,2921,3986,4912,1703,68.1,14.7,39.5,0.3,1.2,1.7,3.8,4.7,2.2,31.9,16.5,3.3,4.5,5.6,1.9,4.702568238354328
E07000171,Bassetlaw,112863,48326,39138,17794,5912,1693,42.8,34.7,15.8,5.2,1.5,7605,6.7,83305,56556,12752,31585,327,1515,1644,3461,3294,1978,26749,14204,2914,3162,4219,2250,67.9,15.3,37.9,0.4,1.8,2.0,4.2,4.0,2.4,32.1,17.1,3.5,3.8,5.1,2.7,3.954144409099094
E07000172,Broxtowe,109487,49831,38276,15614,4521,1245,45.5,35.0,14.3,4.1,1.1,5766,5.199999999999999,81573,56838,11855,33191,236,1279,1615,3153,3156,2353,24735,13440,4574,2724,2833,1164,69.7,14.5,40.7,0.3,1.6,2.0,3.9,3.9,2.9,30.3,16.5,5.6,3.3,3.5,1.4,3.868927218564967
E07000173,Gedling,113543,51154,39934,16473,4657,1325,45.1,35.2,14.5,4.1,1.2,5982,5.3,83284,59493,12940,33171,297,1565,1908,3986,3391,2235,23791,13774,3006,2717,3032,1262,71.4,15.5,39.8,0.4,1.9,2.3,4.8,4.1,2.7,28.6,16.5,3.6,3.3,3.6,1.5,4.071610393352865
E07000174,Mansfield,104466,43295,35895,16922,6476,1878,41.4,34.4,16.2,6.2,1.8,8354,8.0,77155,52392,11627,29832,226,1062,1287,2927,3547,1884,24763,12120,2661,3436,4996,1550,67.9,15.1,38.7,0.3,1.4,1.7,3.8,4.6,2.4,32.1,15.7,3.4,4.5,6.5,2.0,4.597239323439829
E07000175,Newark and Sherwood,114817,51505,39671,16874,5246,1521,44.9,34.6,14.7,4.6,1.3,6767,5.9,84145,57971,12686,31947,344,1804,2061,4030,2995,2104,26174,14352,3157,3423,3590,1652,68.9,15.1,38.0,0.4,2.1,2.4,4.8,3.6,2.5,31.1,17.1,3.8,4.1,4.3,2.0,3.559332105294432
E07000176,Rushcliffe,111129,57689,36222,12779,3468,971,51.9,32.6,11.5,3.1,0.9,4439,4.0,80755,58045,11753,32677,374,1950,2380,3999,2222,2690,22710,12820,4465,2435,1758,1232,71.9,14.6,40.5,0.5,2.4,2.9,5.0,2.8,3.3,28.1,15.9,5.5,3.0,2.2,1.5,2.751532412853693
E06000019,"Herefordshire, County of UA",183477,83874,64494,25517,7441,2151,45.7,35.2,13.9,4.1,1.2,9592,5.3,133442,95114,20345,48094,682,3656,4683,10130,4353,3171,38328,22149,4845,4636,4600,2098,71.3,15.2,36.0,0.5,2.7,3.5,7.6,3.3,2.4,28.7,16.6,3.6,3.5,3.4,1.6,3.262091395512657
E06000051,Shropshire UA,306129,142309,106909,41475,11979,3457,46.5,34.9,13.5,3.9,1.1,15436,5.0,223892,158983,34760,83106,1126,6130,6852,14427,7350,5232,64909,37833,8764,7529,7237,3546,71.0,15.5,37.1,0.5,2.7,3.1,6.4,3.3,2.3,29.0,16.9,3.9,3.4,3.2,1.6,3.282832794383006
E06000021,Stoke-on-Trent UA,249008,104510,86311,38179,15356,4652,42.0,34.7,15.3,6.2,1.9,20008,8.1,182808,119743,24732,67097,528,2127,2823,5962,9715,6759,63065,26108,10260,8553,13223,4921,65.5,13.5,36.7,0.3,1.2,1.5,3.3,5.3,3.7,34.5,14.3,5.6,4.7,7.2,2.7,5.314318848190451
E06000020,Telford and Wrekin UA,166641,76439,57198,22609,8023,2372,45.9,34.3,13.6,4.8,1.4,10395,6.199999999999999,122279,84947,16530,50567,293,1724,2134,4437,5806,3456,37332,16798,6213,5923,6001,2397,69.5,13.5,41.4,0.2,1.4,1.7,3.6,4.7,2.8,30.5,13.7,5.1,4.8,4.9,2.0,4.7481579011931725
E07000192,Cannock Chase,97462,42634,34133,14091,5121,1483,43.7,35.0,14.5,5.3,1.5,6604,6.8,72274,51306,11009,28840,211,1063,1255,3737,3311,1880,20968,10735,2604,3007,3415,1207,71.0,15.2,39.9,0.3,1.5,1.7,5.2,4.6,2.6,29.0,14.9,3.6,4.2,4.7,1.7,4.581177186816836
E07000193,East Staffordshire,113583,52094,40576,15302,4377,1234,45.9,35.7,13.5,3.9,1.1,5611,5.0,83059,58578,12135,33829,302,1448,1806,3624,3171,2263,24481,12497,3077,3691,3103,2113,70.5,14.6,40.7,0.4,1.7,2.2,4.4,3.8,2.7,29.5,15.0,3.7,4.4,3.7,2.5,3.81776809256071
E07000194,Lichfield,100654,47225,35014,13259,3959,1197,46.9,34.8,13.2,3.9,1.2,5156,5.1,74757,51862,10890,28837,326,1782,1925,3776,2531,1795,22895,13883,2793,2603,2276,1340,69.4,14.6,38.6,0.4,2.4,2.6,5.1,3.4,2.4,30.6,18.6,3.7,3.5,3.0,1.8,3.3856361277204807
E07000195,Newcastle-under-Lyme,123871,55311,42716,17802,6312,1730,44.7,34.5,14.4,5.1,1.4,8042,6.5,92335,61568,12736,34876,244,1525,1705,3513,3378,3591,30767,14830,7063,2983,4341,1550,66.7,13.8,37.8,0.3,1.7,1.8,3.8,3.7,3.9,33.3,16.1,7.6,3.2,4.7,1.7,3.658417718091731
E07000196,South Staffordshire,108131,49032,38390,14901,4435,1373,45.3,35.5,13.8,4.1,1.3,5808,5.4,80718,56418,12224,30995,382,1964,1889,4217,2670,2077,24300,14754,3158,2560,2228,1600,69.9,15.1,38.4,0.5,2.4,2.3,5.2,3.3,2.6,30.1,18.3,3.9,3.2,2.8,2.0,3.3078123838549023
E07000197,Stafford,130869,60366,46574,17316,5118,1495,46.1,35.6,13.2,3.9,1.1,6613,5.0,97297,68274,14101,38948,353,2052,2149,4320,3028,3323,29023,16246,4921,2888,3024,1944,70.2,14.5,40.0,0.4,2.1,2.2,4.4,3.1,3.4,29.8,16.7,5.1,3.0,3.1,2.0,3.1121206203685623
E07000198,Staffordshire Moorlands,97106,42874,34050,14432,4420,1330,44.2,35.1,14.9,4.6,1.4,5750,6.0,72085,49988,10527,27432,349,1690,1784,4348,2031,1827,22097,13745,2379,2093,2926,954,69.3,14.6,38.1,0.5,2.3,2.5,6.0,2.8,2.5,30.7,19.1,3.3,2.9,4.1,1.3,2.817507109662204
E07000199,Tamworth,76813,35029,27064,10314,3399,1007,45.6,35.2,13.4,4.4,1.3,4406,5.7,56833,41188,8566,24514,123,653,922,2342,2541,1527,15645,8104,2012,2366,2344,819,72.5,15.1,43.1,0.2,1.1,1.6,4.1,4.5,2.7,27.5,14.3,3.5,4.2,4.1,1.4,4.470993964773987
E07000218,North Warwickshire,62014,27979,21604,8725,2850,856,45.1,34.8,14.1,4.6,1.4,3706,6.0,46170,33151,6732,18982,176,989,1040,2491,1662,1079,13019,7636,1534,1543,1632,674,71.8,14.6,41.1,0.4,2.1,2.3,5.4,3.6,2.3,28.2,16.5,3.3,3.3,3.5,1.5,3.599740090968161
E07000219,Nuneaton and Bedworth,125252,55086,44255,18133,6019,1759,44.0,35.3,14.5,4.8,1.4,7778,6.199999999999999,92090,65173,13588,38428,218,1156,1490,3412,4363,2518,26917,14372,3280,3616,4058,1591,70.8,14.8,41.7,0.2,1.3,1.6,3.7,4.7,2.7,29.2,15.6,3.6,3.9,4.4,1.7,4.737756542512759
E07000220,Rugby,100075,47711,35306,12580,3508,970,47.7,35.3,12.6,3.5,1.0,4478,4.5,72759,53457,10096,32415,229,1198,1635,3445,2613,1826,19302,10723,2836,2557,2068,1118,73.5,13.9,44.6,0.3,1.6,2.2,4.7,3.6,2.5,26.5,14.7,3.9,3.5,2.8,1.5,3.591308291757721
E07000221,Stratford-on-Avon,120485,58094,41966,15315,4049,1061,48.2,34.8,12.7,3.4,0.9,5110,4.3,87728,63253,12651,33817,465,2403,3468,6040,2154,2255,24475,15155,2987,3056,2029,1248,72.1,14.4,38.5,0.5,2.7,4.0,6.9,2.5,2.6,27.9,17.3,3.4,3.5,2.3,1.4,2.455316432609885
E07000222,Warwick,137648,69660,46720,15719,4275,1274,50.6,33.9,11.4,3.1,0.9,5549,4.0,102883,73309,13456,43062,397,1918,2873,4858,3118,3627,29574,13319,9243,3011,2626,1375,71.3,13.1,41.9,0.4,1.9,2.8,4.7,3.0,3.5,28.7,12.9,9.0,2.9,2.6,1.3,3.030627022928958
E08000025,Birmingham,1073045,488568,363904,148782,54105,17686,45.5,33.9,13.9,5.0,1.6,71791,6.6,760252,488221,96186,251668,2970,9718,15221,24916,54114,33428,272031,81213,74102,48771,39917,28028,64.2,12.7,33.1,0.4,1.3,2.0,3.3,7.1,4.4,35.8,10.7,9.7,6.4,5.3,3.7,7.117903011106844
E08000026,Coventry,316960,145948,109815,42006,14765,4426,46.0,34.6,13.3,4.7,1.4,19191,6.1,231871,153745,29800,84624,549,2574,3659,7558,12532,12449,78126,27790,24219,10049,10487,5581,66.3,12.9,36.5,0.2,1.1,1.6,3.3,5.4,5.4,33.7,12.0,10.4,4.3,4.5,2.4,5.404729353821737
E08000027,Dudley,312925,132825,111905,47828,15918,4449,42.4,35.8,15.3,5.1,1.4,20367,6.5,226726,155530,33987,86654,618,3051,4219,9191,12064,5746,71196,36619,9636,10355,10060,4526,68.6,15.0,38.2,0.3,1.3,1.9,4.1,5.3,2.5,31.4,16.2,4.3,4.6,4.4,2.0,5.320960101620458
E08000028,Sandwell,308063,129182,107081,48087,18171,5542,41.9,34.8,15.6,5.9,1.8,23713,7.7,219508,146653,29779,81339,653,2508,3272,6787,16049,6266,72855,28582,11728,12859,12679,7007,66.8,13.6,37.1,0.3,1.1,1.5,3.1,7.3,2.9,33.2,13.0,5.3,5.9,5.8,3.2,7.31135083914937
E08000029,Solihull,206674,98197,70683,27056,8241,2497,47.5,34.2,13.1,4.0,1.2,10738,5.2,148360,105108,21701,59212,599,2944,3363,6767,6304,4218,43252,24019,6496,5506,4949,2282,70.8,14.6,39.9,0.4,2.0,2.3,4.6,4.2,2.8,29.2,16.2,4.4,3.7,3.3,1.5,4.249123753033163
E08000030,Walsall,269323,113525,94650,41653,14968,4527,42.2,35.1,15.5,5.6,1.7,19495,7.3,191974,126805,26934,67743,672,2891,3168,7260,13006,5131,65169,28865,9544,11220,9974,5566,66.1,14.0,35.3,0.4,1.5,1.7,3.8,6.8,2.7,33.9,15.0,5.0,5.8,5.2,2.9,6.774875764426433
E08000031,Wolverhampton,249470,104263,88168,39096,13796,4147,41.8,35.3,15.7,5.5,1.7,17943,7.2,179983,120402,24364,63981,525,2269,2680,5910,14127,6546,59581,23763,11036,9479,9765,5538,66.9,13.5,35.5,0.3,1.3,1.5,3.3,7.8,3.6,33.1,13.2,6.1,5.3,5.4,3.1,7.849074634826622
E07000234,Bromsgrove,93637,45932,31306,11885,3484,1030,49.1,33.4,12.7,3.7,1.1,4514,4.800000000000001,67807,48664,10393,26705,331,1765,1953,3720,2070,1727,19143,11031,2836,1909,1714,1653,71.8,15.3,39.4,0.5,2.6,2.9,5.5,3.1,2.5,28.2,16.3,4.2,2.8,2.5,2.4,3.0527821611338064
E07000235,Malvern Hills,74631,34011,26171,10494,2939,1016,45.6,35.1,14.1,3.9,1.4,3955,5.3,53512,36261,7704,18038,292,1511,2128,3676,1690,1222,17251,10292,2583,1877,1692,807,67.8,14.4,33.7,0.5,2.8,4.0,6.9,3.2,2.3,32.2,19.2,4.8,3.5,3.2,1.5,3.158170130064285
E07000236,Redditch,84214,39391,29354,10913,3522,1034,46.8,34.9,13.0,4.2,1.2,4556,5.4,62523,46220,8991,27383,156,870,1317,2747,2877,1879,16303,8106,2394,2440,2374,989,73.9,14.4,43.8,0.2,1.4,2.1,4.4,4.6,3.0,26.1,13.0,3.8,3.9,3.8,1.6,4.601506645554436
E07000237,Worcester,98768,46851,34497,12625,3780,1015,47.4,34.9,12.8,3.8,1.0,4795,4.8,73382,53966,11000,30777,170,956,1561,3068,3071,3363,19416,8918,4046,2713,2497,1242,73.5,15.0,41.9,0.2,1.3,2.1,4.2,4.2,4.6,26.5,12.2,5.5,3.7,3.4,1.7,4.184949987735412
E07000238,Wychavon,116944,54212,41641,15608,4339,1144,46.4,35.6,13.3,3.7,1.0,5483,4.7,85481,61260,12816,32863,413,2246,2769,5352,2675,2126,24221,14864,2854,2897,2278,1328,71.7,15.0,38.4,0.5,2.6,3.2,6.3,3.1,2.5,28.3,17.4,3.3,3.4,2.7,1.6,3.1293503819562245
E07000239,Wyre Forest,97975,42730,34481,14881,4548,1335,43.6,35.2,15.2,4.6,1.4,5883,6.0,72331,49712,10994,27045,270,1318,1806,3627,3041,1611,22619,13356,2413,2638,2972,1240,68.7,15.2,37.4,0.4,1.8,2.5,5.0,4.2,2.2,31.3,18.5,3.3,3.6,4.1,1.7,4.204283087472867
E06000055,Bedford UA,157479,73860,56663,19812,5596,1548,46.9,36.0,12.6,3.6,1.0,7144,4.6,113764,81782,15841,45943,431,2107,2815,5473,5060,4112,31982,14517,6231,4918,3749,2567,71.9,13.9,40.4,0.4,1.9,2.5,4.8,4.4,3.6,28.1,12.8,5.5,4.3,3.3,2.3,4.447804226293028
