area_code,area_name,total_persons_health,n_very_good,n_good,n_fair,n_bad,n_very_bad,pct_very_good,pct_good,pct_fair,pct_bad,pct_very_bad,n_bad_or_very_bad,pct_bad_or_very_bad,total_persons_econ,n_active_total,n_employee_part_time,n_employee_full_time,n_self_emp_with_employees_part_time,n_self_emp_with_employees_full_time,n_self_emp_without_employees_part_time,n_self_emp_without_employees_full_time,n_unemployed,n_full_time_student_active,n_inactive_total,n_retired,n_student_inactive,n_looking_after_home_family,n_long_term_sick_disabled,n_other_inactive,pct_active_total,pct_employee_part_time,pct_employee_full_time,pct_self_emp_with_employees_part_time,pct_self_emp_with_employees_full_time,pct_self_emp_without_employees_part_time,pct_self_emp_without_employees_full_time,pct_unemployed,pct_full_time_student_active,pct_inactive_total,pct_retired,pct_student_inactive,pct_looking_after_home_family,pct_long_term_sick_disabled,pct_other_inactive,pct_unemployed_of_total
E06000056,Central Bedfordshire UA,254381,125019,90360,29202,7672,2128,49.1,35.5,11.5,3.0,0.8,9800,3.8,186658,139525,26069,81304,678,3678,4981,11135,6443,5237,47133,25111,7768,7346,4409,2499,74.7,14.0,43.6,0.4,2.0,2.7,6.0,3.5,2.8,25.3,13.5,4.2,3.9,2.4,1.3,3.4517674034865906
E06000032,Luton UA,203201,94607,73300,25277,7571,2446,46.6,36.1,12.4,3.7,1.2,10017,4.9,145208,100272,18407,53271,635,2136,2948,6479,8337,8059,44936,14336,10703,9660,5496,4741,69.1,12.7,36.7,0.4,1.5,2.0,4.5,5.7,5.5,30.9,9.9,7.4,6.7,3.8,3.3,5.741419205553413
E06000031,Peterborough UA,183631,81275,68493,24362,7425,2076,44.3,37.3,13.3,4.0,1.1,9501,5.1,132318,95646,18654,56704,438,1946,2627,5001,6691,3585,36672,15323,5104,7270,5484,3491,72.3,14.1,42.9,0.3,1.5,2.0,3.8,5.1,2.7,27.7,11.6,3.9,5.5,4.1,2.6,5.056757206124638
E06000033,Southend-on-Sea UA,173658,78341,60929,24420,7778,2190,45.1,35.1,14.1,4.5,1.3,9968,5.8,125007,88324,17949,47972,451,2168,3348,6834,6209,3393,36683,17655,4769,6298,5311,2650,70.7,14.4,38.4,0.4,1.7,2.7,5.5,5.0,2.7,29.3,14.1,3.8,5.0,4.2,2.1,4.966921852376267
E06000034,Thurrock UA,157705,76012,54788,19389,5888,1628,48.2,34.7,12.3,3.7,1.0,7516,4.7,114124,84464,16370,48620,347,1750,2091,5973,6190,3123,29660,13377,3987,5903,4037,2356,74.0,14.3,42.6,0.3,1.5,1.8,5.2,5.4,2.7,26.0,11.7,3.5,5.2,3.5,2.1,5.42392485366794
E07000008,Cambridge,123867,67743,39600,12021,3533,970,54.7,32.0,9.7,2.9,0.8,4503,3.7,98283,62886,10001,37350,227,1254,2300,3510,2641,5603,35397,7001,21463,2949,2437,1547,64.0,10.2,38.0,0.2,1.3,2.3,3.6,2.7,5.7,36.0,7.1,21.8,3.0,2.5,1.6,2.6871381622457595
E07000009,East Cambridgeshire,83818,40874,29487,10131,2614,712,48.8,35.2,12.1,3.1,0.8,3326,3.9,60714,45920,8811,26726,246,1397,1884,3700,1747,1409,14794,8224,1784,2531,1438,817,75.6,14.5,44.0,0.4,2.3,3.1,6.1,2.9,2.3,24.4,13.5,2.9,4.2,2.4,1.3,2.8774253055308496
E07000010,Fenland,95262,37577,36042,15760,4590,1293,39.4,37.8,16.5,4.8,1.4,5883,6.199999999999999,69258,47829,9701,27304,226,1200,1403,3579,2931,1485,21429,11869,2146,2954,3100,1360,69.1,14.0,39.4,0.3,1.7,2.0,5.2,4.2,2.1,30.9,17.1,3.1,4.3,4.5,2.0,4.232002079182188
E07000011,Huntingdonshire,169508,82675,60470,19682,5239,1442,48.8,35.7,11.6,3.1,0.9,6681,4.0,125346,93481,17780,56515,440,2272,3044,6156,3957,3317,31865,17677,4002,4746,3112,2328,74.6,14.2,45.1,0.4,1.8,2.4,4.9,3.2,2.6,25.4,14.1,3.2,3.8,2.5,1.9,3.156861806519553
E07000012,South Cambridgeshire,148755,78041,50147,15792,3739,1036,52.5,33.7,10.6,2.5,0.7,4775,3.2,107779,82079,15597,48499,443,2362,3712,5995,2499,2972,25700,14045,4295,3875,2133,1352,76.2,14.5,45.0,0.4,2.2,3.4,5.6,2.3,2.8,23.8,13.0,4.0,3.6,2.0,1.3,2.318633500032474
E07000066,Basildon,174497,80704,60991,23145,7355,2302,46.2,35.0,13.3,4.2,1.3,9657,5.5,125795,89570,17855,50693,371,2087,2703,6956,5846,3059,36225,17497,4297,7204,4953,2274,71.2,14.2,40.3,0.3,1.7,2.1,5.5,4.6,2.4,28.8,13.9,3.4,5.7,3.9,1.8,4.647243531141938
E07000067,Braintree,147084,69884,52492,18291,5046,1371,47.5,35.7,12.4,3.4,0.9,6417,4.3,106718,78715,15747,43859,411,2159,3109,6731,4014,2685,28003,15027,3153,4890,3347,1586,73.8,14.8,41.1,0.4,2.0,2.9,6.3,3.8,2.5,26.2,14.1,3.0,4.6,3.1,1.5,3.7613148672201504
E07000068,Brentwood,73601,37548,24537,8565,2306,645,51.0,33.3,11.6,3.1,0.9,2951,4.0,52959,38149,7142,21677,242,1280,1705,3237,1667,1199,14810,7884,2330,2564,1215,817,72.0,13.5,40.9,0.5,2.4,3.2,6.1,3.1,2.3,28.0,14.9,4.4,4.8,2.3,1.5,3.147718046035612
E07000069,Castle Point,88011,38280,31786,12963,3873,1109,43.5,36.1,14.7,4.4,1.3,4982,5.7,64626,44080,9525,23519,217,1231,1505,4225,2289,1569,20546,12525,1852,3086,2036,1047,68.2,14.7,36.4,0.3,1.9,2.3,6.5,3.5,2.4,31.8,19.4,2.9,4.8,3.2,1.6,3.5419181134527897
E07000070,Chelmsford,168310,84476,58430,19261,4778,1365,50.2,34.7,11.4,2.8,0.8,6143,3.6,123693,91339,18138,52442,433,2303,3346,6693,4223,3761,32354,17484,4840,5230,2810,1990,73.8,14.7,42.4,0.4,1.9,2.7,5.4,3.4,3.0,26.2,14.1,3.9,4.2,2.3,1.6,3.414097806666505
E07000071,Colchester,173074,84520,60279,20925,5692,1658,48.8,34.8,12.1,3.3,1.0,7350,4.3,128562,91385,18471,50589,414,2176,3147,6417,4456,5715,37177,16901,8950,5226,4135,1965,71.1,14.4,39.3,0.3,1.7,2.4,5.0,3.5,4.4,28.9,13.1,7.0,4.1,3.2,1.5,3.466031953454365
E07000072,Epping Forest,124659,61413,42077,15435,4441,1293,49.3,33.8,12.4,3.6,1.0,5734,4.6,90622,65304,12023,34722,582,2840,3155,6614,3259,2109,25318,12746,4055,4459,2378,1680,72.1,13.3,38.3,0.6,3.1,3.5,7.3,3.6,2.3,27.9,14.1,4.5,4.9,2.6,1.9,3.5962569795413915
E07000073,Harlow,81944,36969,29380,11203,3398,994,45.1,35.9,13.7,4.1,1.2,4392,5.3,58669,43847,8643,25261,142,733,1181,3050,3043,1794,14822,6625,2102,2778,2188,1129,74.7,14.7,43.1,0.2,1.2,2.0,5.2,5.2,3.1,25.3,11.3,3.6,4.7,3.7,1.9,5.186725527961956
E07000074,Maldon,61629,28471,21961,8269,2260,668,46.2,35.6,13.4,3.7,1.1,2928,4.800000000000001,45406,31856,6640,16765,232,1143,1558,3175,1381,962,13550,8148,1353,2122,1293,634,70.2,14.6,36.9,0.5,2.5,3.4,7.0,3.0,2.1,29.8,17.9,3.0,4.7,2.8,1.4,3.041448266748888
E07000075,Rochford,83287,39774,29085,10832,2816,780,47.8,34.9,13.0,3.4,0.9,3596,4.3,60425,42804,9179,23556,228,1176,1625,3739,1836,1465,17621,10715,1846,2756,1395,909,70.8,15.2,39.0,0.4,1.9,2.7,6.2,3.0,2.4,29.2,17.7,3.1,4.6,2.3,1.5,3.0384774513860155
E07000076,Tendring,138048,53035,49451,25052,8048,2462,38.4,35.8,18.1,5.8,1.8,10510,7.6,97050,59908,14148,29346,340,1813,2525,5113,4533,2090,37142,22402,3223,4469,5131,1917,61.7,14.6,30.2,0.4,1.9,2.6,5.3,4.7,2.2,38.3,23.1,3.3,4.6,5.3,2.0,4.670788253477589
E07000077,Uttlesford,79443,41746,26483,8620,2067,527,52.5,33.3,10.9,2.6,0.7,2594,3.3,57086,42473,8306,22883,305,1726,2245,4138,1527,1343,14613,7685,2371,2778,1006,773,74.4,14.5,40.1,0.5,3.0,3.9,7.2,2.7,2.4,25.6,13.5,4.2,4.9,1.8,1.4,2.674911536979294
E07000095,Broxbourne,93609,44661,33072,11544,3357,975,47.7,35.3,12.3,3.6,1.0,4332,4.6,67599,49426,9790,27083,296,1328,1720,4537,2825,1847,18173,8930,2927,3221,1861,1234,73.1,14.5,40.1,0.4,2.0,2.5,6.7,4.2,2.7,26.9,13.2,4.3,4.8,2.8,1.8,4.1790559031938335
E07000096,Dacorum,144847,72910,49326,16778,4576,1257,50.3,34.1,11.6,3.2,0.9,5833,4.1000000000000005,104410,77800,14422,44421,371,2037,3356,6441,3829,2923,26610,12906,4003,4730,2788,2183,74.5,13.8,42.5,0.4,2.0,3.2,6.2,3.7,2.8,25.5,12.4,3.8,4.5,2.7,2.1,3.6672732496887273
E07000097,East Hertfordshire,137687,72332,46399,14325,3678,953,52.5,33.7,10.4,2.7,0.7,4631,3.4000000000000004,100093,75434,14070,43787,404,2386,3279,6252,2849,2407,24659,12485,4401,4404,2066,1303,75.4,14.1,43.7,0.4,2.4,3.3,6.2,2.8,2.4,24.6,12.5,4.4,4.4,2.1,1.3,2.846352891810616
E07000098,Hertsmere,100031,51558,32887,11433,3208,945,51.5,32.9,11.4,3.2,0.9,4153,4.1000000000000005,71511,52435,9622,28167,337,1903,2847,4913,2650,1996,19076,8029,4378,3369,1980,1320,73.3,13.5,39.4,0.5,2.7,4.0,6.9,3.7,2.8,26.7,11.2,6.1,4.7,2.8,1.8,3.705723594971403
E07000099,North Hertfordshire,127114,63801,43360,14965,3958,1030,50.2,34.1,11.8,3.1,0.8,4988,3.9,91510,68564,12782,40147,384,1805,2861,4990,3145,2450,22946,12149,3429,3959,2179,1230,74.9,14.0,43.9,0.4,2.0,3.1,5.5,3.4,2.7,25.1,13.3,3.7,4.3,2.4,1.3,3.436782865260627
E07000100,St Albans,140664,77531,44813,13802,3521,997,55.1,31.9,9.8,2.5,0.7,4518,3.2,99863,74553,13476,42999,434,2416,3806,5910,2715,2797,25310,12321,4614,4817,2078,1480,74.7,13.5,43.1,0.4,2.4,3.8,5.9,2.7,2.8,25.3,12.3,4.6,4.8,2.1,1.5,2.7187246527743008
E07000101,Stevenage,83957,39514,29953,10652,2984,854,47.1,35.7,12.7,3.6,1.0,3838,4.6,60988,46140,8729,27053,140,760,1222,3130,2925,2181,14848,6749,2269,2795,1998,1037,75.7,14.3,44.4,0.2,1.2,2.0,5.1,4.8,3.6,24.3,11.1,3.7,4.6,3.3,1.7,4.796025447629042
E07000102,Three Rivers,87317,44267,29873,9772,2672,733,50.7,34.2,11.2,3.1,0.8,3405,3.9,62440,46280,8425,25698,331,1713,2419,4076,1984,1634,16160,7971,2830,2910,1417,1032,74.1,13.5,41.2,0.5,2.7,3.9,6.5,3.2,2.6,25.9,12.8,4.5,4.7,2.3,1.7,3.177450352338244
E07000103,Watford,90301,45200,31453,9911,2931,806,50.1,34.8,11.0,3.2,0.9,3737,4.1000000000000005,66285,50770,8438,30477,208,1047,1865,3774,2692,2269,15515,6260,3058,3030,1779,1388,76.6,12.7,46.0,0.3,1.6,2.8,5.7,4.1,3.4,23.4,9.4,4.6,4.6,2.7,2.1,4.061250660028664
E07000104,Welwyn Hatfield,110535,56252,37488,12427,3431,937,50.9,33.9,11.2,3.1,0.8,4368,3.9,81514,57036,9939,31315,259,1402,1994,3941,2687,5499,24478,8920,8941,3283,2090,1244,70.0,12.2,38.4,0.3,1.7,2.4,4.8,3.3,6.7,30.0,10.9,11.0,4.0,2.6,1.5,3.2963662683710773
E07000143,Breckland,130491,55097,48663,19565,5623,1543,42.2,37.3,15.0,4.3,1.2,7166,5.5,94176,65029,13772,36350,320,1709,2455,5015,3302,2106,29147,16939,2835,3987,3288,2098,69.1,14.6,38.6,0.3,1.8,2.6,5.3,3.5,2.2,30.9,18.0,3.0,4.2,3.5,2.2,3.506201155283724
E07000144,Broadland,124646,55219,46106,17475,4499,1347,44.3,37.0,14.0,3.6,1.1,5846,4.7,90305,64232,15110,34180,378,1880,2737,5312,2314,2321,26073,16776,2552,3116,2512,1117,71.1,16.7,37.8,0.4,2.1,3.0,5.9,2.6,2.6,28.9,18.6,2.8,3.5,2.8,1.2,2.562427329605227
E07000145,Great Yarmouth,97277,39204,35032,16130,5330,1581,40.3,36.0,16.6,5.5,1.6,6911,7.1,70234,46018,11433,22778,217,1176,1430,3021,4258,1705,24216,12881,2526,3443,3741,1625,65.5,16.3,32.4,0.3,1.7,2.0,4.3,6.1,2.4,34.5,18.3,3.6,4.9,5.3,2.3,6.0625907680041005
E07000146,Kings Lynn and West Norfolk,147451,60322,54681,23441,7077,1930,40.9,37.1,15.9,4.8,1.3,9007,6.1,106591,71704,15537,38946,427,2254,2720,5575,3901,2344,34887,20888,3295,4609,4334,1761,67.3,14.6,36.5,0.4,2.1,2.6,5.2,3.7,2.2,32.7,19.6,3.1,4.3,4.1,1.7,3.6597836590331263
E07000147,North Norfolk,101499,39504,38336,17412,4839,1408,38.9,37.8,17.2,4.8,1.4,6247,6.199999999999999,72453,45819,10606,21871,364,1810,2671,4825,2404,1268,26634,17240,2002,2918,2847,1627,63.2,14.6,30.2,0.5,2.5,3.7,6.7,3.3,1.8,36.8,23.8,2.8,4.0,3.9,2.2,3.318013056740232
E07000148,Norwich,132512,59454,46939,18620,5862,1637,44.9,35.4,14.1,4.4,1.2,7499,5.6000000000000005,100702,68772,13516,37502,219,1109,1986,3915,5060,5465,31930,10766,9613,4379,4959,2213,68.3,13.4,37.2,0.2,1.1,2.0,3.9,5.0,5.4,31.7,10.7,9.5,4.3,4.9,2.2,5.024726420527894
E07000149,South Norfolk,124012,57480,44400,16575,4297,1260,46.4,35.8,13.4,3.5,1.0,5557,4.5,89337,63158,14032,33553,379,2052,3019,5477,2439,2207,26179,16249,2844,3450,2506,1130,70.7,15.7,37.6,0.4,2.3,3.4,6.1,2.7,2.5,29.3,18.2,3.2,3.9,2.8,1.3,2.730111823768428
E07000200,Babergh,87740,40875,31433,11624,3023,785,46.6,35.8,13.2,3.4,0.9,3808,4.3,63075,44347,9578,23434,300,1403,2255,4065,1879,1433,18728,11468,2129,2671,1593,867,70.3,15.2,37.2,0.5,2.2,3.6,6.4,3.0,2.3,29.7,18.2,3.4,4.2,2.5,1.4,2.978993261989695
E07000201,Forest Heath,59748,28739,21194,7235,2035,545,48.1,35.5,12.1,3.4,0.9,2580,4.3,44053,33115,5705,20939,136,766,973,2198,1412,986,10938,5403,1210,2074,1134,1117,75.2,13.0,47.5,0.3,1.7,2.2,5.0,3.2,2.2,24.8,12.3,2.7,4.7,2.6,2.5,3.2052300637868023
E07000202,Ipswich,133384,60771,47800,18053,5233,1527,45.6,35.8,13.5,3.9,1.1,6760,5.0,97167,71423,16071,40014,239,1144,1768,3956,5212,3019,25744,11279,3736,4662,4048,2019,73.5,16.5,41.2,0.2,1.2,1.8,4.1,5.4,3.1,26.5,11.6,3.8,4.8,4.2,2.1,5.36396101557113
E07000203,Mid Suffolk,96731,46319,34155,12432,3020,805,47.9,35.3,12.9,3.1,0.8,3825,3.9,70073,50607,10977,27013,322,1638,2542,4604,1789,1722,19466,12193,2035,2781,1568,889,72.2,15.7,38.5,0.5,2.3,3.6,6.6,2.6,2.5,27.8,17.4,2.9,4.0,2.2,1.3,2.553051817390436
E07000204,St Edmundsbury,111008,52543,39656,14081,3695,1033,47.3,35.7,12.7,3.3,0.9,4728,4.2,80968,59324,12418,34373,307,1576,2139,3947,2463,2101,21644,12451,2522,2761,2066,1844,73.3,15.3,42.5,0.4,1.9,2.6,4.9,3.0,2.6,26.7,15.4,3.1,3.4,2.6,2.3,3.04194249580081
E07000205,Suffolk Coastal,124298,57526,44087,17122,4427,1136,46.3,35.5,13.8,3.6,0.9,5563,4.5,88250,61006,14036,31974,481,2007,3170,4799,2394,2145,27244,17161,2817,3423,2328,1515,69.1,15.9,36.2,0.5,2.3,3.6,5.4,2.7,2.4,30.9,19.4,3.2,3.9,2.6,1.7,2.712747875354108
E07000206,Waveney,115254,47348,41820,18541,5829,1716,41.1,36.3,16.1,5.1,1.5,7545,6.6,81877,53460,13463,26780,311,1401,2007,3752,3724,2022,28417,16590,2557,3748,3747,1775,65.3,16.4,32.7,0.4,1.7,2.5,4.6,4.5,2.5,34.7,20.3,3.1,4.6,4.6,2.2,4.5482858433992455
E09000007,Camden,220338,117692,67334,22963,9174,3175,53.4,30.6,10.4,4.2,1.4,12349,5.6,173833,118397,13727,66955,800,4333,6542,11629,7755,6656,55436,11908,22734,7874,7663,5257,68.1,7.9,38.5,0.5,2.5,3.8,6.7,4.5,3.8,31.9,6.9,13.1,4.5,4.4,3.0,4.46117825729292
E09000001,City of London,7375,4112,2374,643,190,56,55.8,32.2,8.7,2.6,0.8,246,3.4000000000000004,6307,4972,360,3245,32,281,213,510,187,144,1335,580,363,153,116,123,78.8,5.7,51.5,0.5,4.5,3.4,8.1,3.0,2.3,21.2,9.2,5.8,2.4,1.8,2.0,2.964959568733154
E09000012,Hackney,246270,128442,75699,26837,11183,4109,52.2,30.7,10.9,4.5,1.7,15292,6.2,187423,133883,21394,68680,935,3056,6434,12868,13207,7309,53540,10441,16455,9262,9788,7594,71.4,11.4,36.6,0.5,1.6,3.4,6.9,7.0,3.9,28.6,5.6,8.8,4.9,5.2,4.1,7.046627148215534
E09000013,Hammersmith and Fulham,182493,103036,53374,17188,6531,2364,56.5,29.2,9.4,3.6,1.3,8895,4.9,145552,107754,11073,66703,607,3078,4927,9252,7060,5054,37798,9135,11919,6645,5670,4429,74.0,7.6,45.8,0.4,2.1,3.4,6.4,4.9,3.5,26.0,6.3,8.2,4.6,3.9,3.0,4.8505001648895245
E09000014,Haringey,254926,126485,85567,28444,10650,3780,49.6,33.6,11.2,4.2,1.5,14430,5.7,193062,138189,21601,70472,983,3849,8266,13715,11730,7573,54873,13391,15945,9604,8448,7485,71.6,11.2,36.5,0.5,2.0,4.3,7.1,6.1,3.9,28.4,6.9,8.3,5.0,4.4,3.9,6.075768406004289
E09000019,Islington,206125,106386,63382,23113,9771,3473,51.6,30.7,11.2,4.7,1.7,13244,6.4,165149,117488,13596,69852,552,3196,4834,10295,8960,6203,47661,10204,16458,6611,8707,5681,71.1,8.2,42.3,0.3,1.9,2.9,6.2,5.4,3.8,28.9,6.2,10.0,4.0,5.3,3.4,5.425403726331979
E09000020,Kensington and Chelsea,158649,91764,45189,14464,5357,1875,57.8,28.5,9.1,3.4,1.2,7232,4.6,126080,87517,8583,51211,808,4604,5215,8777,5433,2886,38563,10119,11031,7740,4503,5170,69.4,6.8,40.6,0.6,3.7,4.1,7.0,4.3,2.3,30.6,8.0,8.7,6.1,3.6,4.1,4.309168781725888
E09000022,Lambeth,303086,160326,97286,31188,10729,3557,52.9,32.1,10.3,3.5,1.2,14286,4.7,237730,183190,22530,110465,861,3860,7225,14882,14255,9112,54540,13265,16062,8411,9068,7734,77.1,9.5,46.5,0.4,1.6,3.0,6.3,6.0,3.8,22.9,5.6,6.8,3.5,3.8,3.3,5.996298321625374
E09000023,Lewisham,275885,135428,93850,32289,10755,3563,49.1,34.0,11.7,3.9,1.3,14318,5.2,206255,151793,24079,82776,813,3293,6286,11658,12776,10112,54462,15088,15018,9179,8779,6398,73.6,11.7,40.1,0.4,1.6,3.0,5.7,6.2,4.9,26.4,7.3,7.3,4.5,4.3,3.1,6.194274078204165
E09000025,Newham,307984,149269,106549,34839,12763,4564,48.5,34.6,11.3,4.1,1.5,17327,5.6,228958,153761,26408,70712,1256,3537,6035,10914,15734,19165,75197,13211,24959,16510,9728,10789,67.2,11.5,30.9,0.5,1.5,2.6,4.8,6.9,8.4,32.8,5.8,10.9,7.2,4.2,4.7,6.872002725390683
E09000028,Southwark,288283,154204,90004,29935,10544,3596,53.5,31.2,10.4,3.7,1.2,14140,4.9,224551,163859,22225,94675,762,3513,6036,12075,13484,11089,60692,12940,22256,8438,9653,7405,73.0,9.9,42.2,0.3,1.6,2.7,5.4,6.0,4.9,27.0,5.8,9.9,3.8,4.3,3.3,6.004871944458052
E09000030,Tower Hamlets,254096,128468,83209,27062,11228,4129,50.6,32.7,10.7,4.4,1.6,15357,6.0,196552,137233,18852,78031,906,2450,4116,8864,13259,10755,59319,9262,19407,13809,8893,7948,69.8,9.6,39.7,0.5,1.2,2.1,4.5,6.7,5.5,30.2,4.7,9.9,7.0,4.5,4.0,6.745797549757825
E09000032,Wandsworth,306995,176198,91935,27299,8749,2814,57.4,29.9,8.9,2.8,0.9,11563,3.7,243533,189789,18968,123965,881,5239,7883,15532,9311,8010,53744,15140,14599,10424,7027,6554,77.9,7.8,50.9,0.4,2.2,3.2,6.4,3.8,3.3,22.1,6.2,6.0,4.3,2.9,2.7,3.8233011542583553
E09000033,Westminster,219396,118808,65807,22027,9263,3491,54.2,30.0,10.0,4.2,1.6,12754,5.800000000000001,175505,120418,12606,72899,996,4942,5520,10568,7941,4946,55087,12010,17835,9521,8492,7229,68.6,7.2,41.5,0.6,2.8,3.1,6.0,4.5,2.8,31.4,6.8,10.2,5.4,4.8,4.1,4.524657417167602
E09000002,Barking and Dagenham,185911,87819,62720,24042,8686,2644,47.2,33.7,12.9,4.7,1.4,11330,6.1,127568,86404,15608,44490,506,1883,3009,6023,9367,5518,41164,10995,9485,9476,6459,4749,67.7,12.2,34.9,0.4,1.5,2.4,4.7,7.3,4.3,32.3,8.6,7.4,7.4,5.1,3.7,7.34275053304904
E09000003,Barnet,356386,183453,117508,39172,12197,4056,51.5,33.0,11.0,3.4,1.1,16253,4.5,258443,184483,30478,93174,1681,7842,11843,18924,11476,9065,73960,22967,21112,14277,7885,7719,71.4,11.8,36.1,0.7,3.0,4.6,7.3,4.4,3.5,28.6,8.9,8.2,5.5,3.1,3.0,4.440437543288075
E09000004,Bexley,231997,111323,80446,29015,8688,2525,48.0,34.7,12.5,3.7,1.1,11213,4.800000000000001,165914,118864,23072,66838,532,2688,3648,9508,7245,5333,47050,21839,9177,7696,4943,3395,71.6,13.9,40.3,0.3,1.6,2.2,5.7,4.4,3.2,28.4,13.2,5.5,4.6,3.0,2.0,4.366720108007763
E09000005,Brent,311215,149695,108169,36731,12339,4281,48.1,34.8,11.8,4.0,1.4,16620,5.4,233726,163991,25702,83772,1429,5185,8070,15320,13535,10978,69735,18619,19919,13035,9119,9043,70.2,11.0,35.8,0.6,2.2,3.5,6.6,5.8,4.7,29.8,8.0,8.5,5.6,3.9,3.9,5.7909689123161305
E09000006,Bromley,309392,154998,105574,36098,9904,2818,50.1,34.1,11.7,3.2,0.9,12722,4.1000000000000005,222539,161282,29012,91506,967,4844,7039,13740,8668,5506,61257,29656,10635,10614,6057,4295,72.5,13.0,41.1,0.4,2.2,3.2,6.2,3.9,2.5,27.5,13.3,4.8,4.8,2.7,1.9,3.895047609632469
E09000008,Croydon,363378,174584,128634,43473,12734,3953,48.0,35.4,12.0,3.5,1.1,16687,4.6,263048,190308,33112,105621,1082,4685,7169,14084,14512,10043,72740,26079,16641,13265,9272,7483,72.3,12.6,40.2,0.4,1.8,2.7,5.4,5.5,3.8,27.7,9.9,6.3,5.0,3.5,2.8,5.516863842340562
E09000009,Ealing,338449,166385,116712,38421,12817,4114,49.2,34.5,11.4,3.8,1.2,16931,5.0,252764,180615,25882,100465,1191,4847,8810,16305,13158,9957,72149,20905,18771,14552,9134,8787,71.5,10.2,39.7,0.5,1.9,3.5,6.5,5.2,3.9,28.5,8.3,7.4,5.8,3.6,3.5,5.205646373692456
E09000010,Enfield,312466,146351,109394,39699,12840,4182,46.8,35.0,12.7,4.1,1.3,17022,5.4,224024,153334,29134,77326,1368,4702,6993,12078,13192,8541,70690,22062,17187,13464,9242,8735,68.4,13.0,34.5,0.6,2.1,3.1,5.4,5.9,3.8,31.6,9.8,7.7,6.0,4.1,3.9,5.888654786987108
E09000011,Greenwich,254557,127641,83875,29386,10420,3235,50.1,32.9,11.5,4.1,1.3,13655,5.4,186722,132073,20697,71844,702,3175,4687,9741,11518,9709,54649,15695,13957,9577,8621,6799,70.7,11.1,38.5,0.4,1.7,2.5,5.2,6.2,5.2,29.3,8.4,7.5,5.1,4.6,3.6,6.168528614732061
E09000015,Harrow,239056,113731,86069,28329,8289,2638,47.6,36.0,11.9,3.5,1.1,10927,4.6,174751,123307,21423,65492,985,4474,5717,10943,7854,6419,51444,18189,13417,9580,5105,5153,70.6,12.3,37.5,0.6,2.6,3.3,6.3,4.5,3.7,29.4,10.4,7.7,5.5,2.9,2.9,4.494394881860476
E09000016,Havering,237232,109131,84378,31492,9464,2767,46.0,35.6,13.3,4.0,1.2,12231,5.2,171128,121642,23479,67989,659,3094,4096,10129,7627,4569,49486,24404,7944,8374,5407,3357,71.1,13.7,39.7,0.4,1.8,2.4,5.9,4.5,2.7,28.9,14.3,4.6,4.9,3.2,2.0,4.456897760740499
E09000017,Hillingdon,273936,133627,96647,31492,9404,2766,48.8,35.3,11.5,3.4,1.0,12170,4.4,199926,141542,23706,80835,729,3402,4704,9812,8693,9661,58384,20310,16788,10311,5886,5089,70.8,11.9,40.4,0.4,1.7,2.4,4.9,4.3,4.8,29.2,10.2,8.4,5.2,2.9,2.5,4.348108800256094
E09000018,Hounslow,253957,124442,89064,28552,9085,2814,49.0,35.1,11.2,3.6,1.1,11899,4.7,190157,137867,20588,79763,878,3451,5500,10562,8815,8310,52290,15843,12769,11167,6502,6009,72.5,10.8,41.9,0.5,1.8,2.9,5.6,4.6,4.4,27.5,8.3,6.7,5.9,3.4,3.2,4.635643179057306
E09000021,Kingston upon Thames,160060,84332,53598,16425,4438,1267,52.7,33.5,10.3,2.8,0.8,5705,3.6,119673,87348,13588,49530,524,2357,3961,7166,3850,6372,32325,11281,10305,5616,2664,2459,73.0,11.4,41.4,0.4,2.0,3.3,6.0,3.2,5.3,27.0,9.4,8.6,4.7,2.2,2.1,3.217099930644339
E09000024,Merton,199693,103891,67098,21025,5930,1749,52.0,33.6,10.5,3.0,0.9,7679,3.9,149598,112038,16484,65877,659,3091,5072,9721,6072,5062,37560,12903,9150,7912,3741,3854,74.9,11.0,44.0,0.4,2.1,3.4,6.5,4.1,3.4,25.1,8.6,6.1,5.3,2.5,2.6,4.058877792483857
E09000026,Redbridge,278970,134230,97595,33470,10479,3196,48.1,35.0,12.0,3.8,1.1,13675,4.9,199544,137776,23948,71627,1188,4843,6144,11262,10590,8174,61768,19026,16199,13137,6548,6858,69.0,12.0,35.9,0.6,2.4,3.1,5.6,5.3,4.1,31.0,9.5,8.1,6.6,3.3,3.4,5.30710018842962
E09000027,Richmond upon Thames,186990,107217,57088,16662,4617,1406,57.3,30.5,8.9,2.5,0.8,6023,3.3,137779,104090,14207,61511,648,3632,6240,9947,4153,3752,33689,13794,7383,6979,2802,2731,75.5,10.3,44.6,0.5,2.6,4.5,7.2,3.0,2.7,24.5,10.0,5.4,5.1,2.0,2.0,3.014247454256454
E09000029,Sutton,190146,92668,67563,22127,6072,1716,48.7,35.5,11.6,3.2,0.9,7788,4.1000000000000005,138710,103995,18502,60111,600,2635,3981,8603,5429,4134,34715,15461,6454,6238,3904,2658,75.0,13.3,43.3,0.4,1.9,2.9,6.2,3.9,3.0,25.0,11.1,4.7,4.5,2.8,1.9,3.913921130415976
